Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.65,0.0,0.0,0.0,0.779,0
3,1.94,0.3333,0.0312,0.0571,0.779,1
4,2.58,0.5,0.0625,0.1111,0.779,2
6,3.87,0.6667,0.125,0.2105,0.779,4
7,4.52,0.5714,0.125,0.2051,0.779,4
9,5.81,0.4444,0.125,0.1951,0.779,4
10,6.45,0.5,0.1562,0.2381,0.779,5
12,7.74,0.4167,0.1562,0.2273,0.779,5
13,8.39,0.3846,0.1562,0.2222,0.779,5
15,9.68,0.4667,0.2188,0.2979,0.779,7
23,14.84,0.5217,0.375,0.4364,0.779,12
31,20.0,0.4839,0.4688,0.4762,0.779,15
38,24.52,0.5,0.5938,0.5429,0.779,19
46,29.68,0.4783,0.6875,0.5641,0.779,22
54,34.84,0.4259,0.7188,0.5349,0.779,23
62,40.0,0.3871,0.75,0.5106,0.779,24
69,44.52,0.3623,0.7812,0.495,0.779,25
77,49.68,0.3377,0.8125,0.4771,0.779,26
93,60.0,0.3118,0.9062,0.464,0.779,29
108,69.68,0.2685,0.9062,0.4143,0.779,29
124,80.0,0.2419,0.9375,0.3846,0.779,30
139,89.68,0.223,0.9688,0.3626,0.779,31
155,100.0,0.2065,1.0,0.3422,0.779,32
