Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
81,1.0,0.0,0.0,0.0,0.7616,0
162,1.99,0.0,0.0,0.0,0.7616,0
243,2.99,0.0288,0.0082,0.0128,0.7616,7
324,3.99,0.1605,0.061,0.0884,0.7616,52
406,5.0,0.2094,0.0998,0.1351,0.7616,85
487,5.99,0.2382,0.1362,0.1733,0.7616,116
568,6.99,0.2482,0.1655,0.1986,0.7616,141
649,7.99,0.2542,0.1937,0.2199,0.7616,165
731,9.0,0.2558,0.2195,0.2363,0.7616,187
812,10.0,0.266,0.2535,0.2596,0.7616,216
1218,14.99,0.2767,0.3955,0.3256,0.7616,337
1624,19.99,0.274,0.5223,0.3595,0.7616,445
2031,25.0,0.256,0.6103,0.3607,0.7616,520
2437,30.0,0.2376,0.6796,0.3521,0.7616,579
2843,35.0,0.2188,0.73,0.3367,0.7616,622
3249,39.99,0.201,0.7664,0.3185,0.7616,653
3655,44.99,0.1847,0.7923,0.2995,0.7616,675
4062,50.0,0.1704,0.8122,0.2816,0.7616,692
4874,60.0,0.1565,0.8955,0.2665,0.7616,763
5686,69.99,0.1425,0.9507,0.2478,0.7616,810
6499,80.0,0.1277,0.9742,0.2258,0.7616,830
7311,89.99,0.1152,0.9883,0.2063,0.7616,842
8124,100.0,0.1049,1.0,0.1898,0.7616,852
