Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.82,0.0,0.0,0.0,0.4196,0
7,1.91,0.0,0.0,0.0,0.4196,0
10,2.73,0.0,0.0,0.0,0.4196,0
14,3.83,0.0,0.0,0.0,0.4196,0
18,4.92,0.0,0.0,0.0,0.4196,0
21,5.74,0.0,0.0,0.0,0.4196,0
25,6.83,0.0,0.0,0.0,0.4196,0
29,7.92,0.0,0.0,0.0,0.4196,0
32,8.74,0.0,0.0,0.0,0.4196,0
36,9.84,0.0,0.0,0.0,0.4196,0
54,14.75,0.0185,0.0139,0.0159,0.4196,1
73,19.95,0.0685,0.0694,0.069,0.4196,5
91,24.86,0.0659,0.0833,0.0736,0.4196,6
109,29.78,0.0642,0.0972,0.0773,0.4196,7
128,34.97,0.0859,0.1528,0.11,0.4196,11
146,39.89,0.1027,0.2083,0.1376,0.4196,15
164,44.81,0.1037,0.2361,0.1441,0.4196,17
183,50.0,0.1148,0.2917,0.1647,0.4196,21
219,59.84,0.1689,0.5139,0.2543,0.4196,37
256,69.95,0.2266,0.8056,0.3537,0.4196,58
292,79.78,0.2226,0.9028,0.3571,0.4196,65
329,89.89,0.2097,0.9583,0.3441,0.4196,69
366,100.0,0.1967,1.0,0.3288,0.4196,72
