Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.76,0.3333,0.0345,0.0625,0.643,1
7,1.77,0.2857,0.069,0.1111,0.643,2
11,2.78,0.1818,0.069,0.1,0.643,2
15,3.8,0.1333,0.069,0.0909,0.643,2
19,4.81,0.1053,0.069,0.0833,0.643,2
23,5.82,0.087,0.069,0.0769,0.643,2
27,6.84,0.1111,0.1034,0.1071,0.643,3
31,7.85,0.129,0.1379,0.1333,0.643,4
35,8.86,0.1143,0.1379,0.125,0.643,4
39,9.87,0.1026,0.1379,0.1176,0.643,4
59,14.94,0.1186,0.2414,0.1591,0.643,7
79,20.0,0.1266,0.3448,0.1852,0.643,10
98,24.81,0.1122,0.3793,0.1732,0.643,11
118,29.87,0.0932,0.3793,0.1497,0.643,11
138,34.94,0.0942,0.4483,0.1557,0.643,13
158,40.0,0.1013,0.5517,0.1711,0.643,16
177,44.81,0.1017,0.6207,0.1748,0.643,18
197,49.87,0.1066,0.7241,0.1858,0.643,21
237,60.0,0.1055,0.8621,0.188,0.643,25
276,69.87,0.0942,0.8966,0.1705,0.643,26
316,80.0,0.0886,0.9655,0.1623,0.643,28
355,89.87,0.0789,0.9655,0.1458,0.643,28
395,100.0,0.0734,1.0,0.1368,0.643,29
