Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,1.0,0.125,0.01,0.0185,0.5967,1
16,2.0,0.25,0.04,0.069,0.5967,4
24,3.0,0.25,0.06,0.0968,0.5967,6
32,4.0,0.1875,0.06,0.0909,0.5967,6
40,5.0,0.2,0.08,0.1143,0.5967,8
48,6.0,0.2083,0.1,0.1351,0.5967,10
56,7.0,0.2321,0.13,0.1667,0.5967,13
64,8.0,0.2031,0.13,0.1585,0.5967,13
72,9.0,0.2222,0.16,0.186,0.5967,16
80,10.0,0.225,0.18,0.2,0.5967,18
120,15.0,0.2167,0.26,0.2364,0.5967,26
160,20.0,0.1812,0.29,0.2231,0.5967,29
200,25.0,0.185,0.37,0.2467,0.5967,37
240,30.0,0.1708,0.41,0.2412,0.5967,41
280,35.0,0.1679,0.47,0.2474,0.5967,47
320,40.0,0.1719,0.55,0.2619,0.5967,55
360,45.0,0.1611,0.58,0.2522,0.5967,58
400,50.0,0.155,0.62,0.248,0.5967,62
480,60.0,0.1417,0.68,0.2345,0.5967,68
560,70.0,0.1357,0.76,0.2303,0.5967,76
640,80.0,0.1391,0.89,0.2405,0.5967,89
720,90.0,0.1333,0.96,0.2341,0.5967,96
800,100.0,0.125,1.0,0.2222,0.5967,100
