Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
5,0.86,0.8,0.012,0.0237,0.7171,4
11,1.89,0.8182,0.027,0.0523,0.7171,9
17,2.92,0.8824,0.045,0.0857,0.7171,15
23,3.95,0.8696,0.0601,0.1124,0.7171,20
29,4.97,0.8276,0.0721,0.1326,0.7171,24
34,5.83,0.8529,0.0871,0.158,0.7171,29
40,6.86,0.85,0.1021,0.1823,0.7171,34
46,7.89,0.8478,0.1171,0.2058,0.7171,39
52,8.92,0.8269,0.1291,0.2234,0.7171,43
58,9.95,0.8103,0.1411,0.2404,0.7171,47
87,14.92,0.7471,0.1952,0.3095,0.7171,65
116,19.9,0.75,0.2613,0.3875,0.7171,87
145,24.87,0.7448,0.3243,0.4519,0.7171,108
174,29.85,0.7299,0.3814,0.501,0.7171,127
204,34.99,0.7304,0.4474,0.5549,0.7171,149
233,39.97,0.721,0.5045,0.5936,0.7171,168
262,44.94,0.7023,0.5526,0.6185,0.7171,184
291,49.91,0.677,0.5916,0.6314,0.7171,197
349,59.86,0.6361,0.6667,0.651,0.7171,222
408,69.98,0.6225,0.7628,0.6856,0.7171,254
466,79.93,0.6137,0.8589,0.7159,0.7171,286
524,89.88,0.5878,0.9249,0.7188,0.7171,308
583,100.0,0.5712,1.0,0.7271,0.7171,333
