Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.87,0.8333,0.0163,0.0321,0.9209,5
13,1.88,0.7692,0.0327,0.0627,0.9209,10
20,2.9,0.7,0.0458,0.0859,0.9209,14
27,3.91,0.7407,0.0654,0.1201,0.9209,20
34,4.93,0.7647,0.085,0.1529,0.9209,26
41,5.94,0.7805,0.1046,0.1844,0.9209,32
48,6.96,0.75,0.1176,0.2034,0.9209,36
55,7.97,0.7818,0.1405,0.2382,0.9209,43
62,8.99,0.7742,0.1569,0.2609,0.9209,48
69,10.0,0.7971,0.1797,0.2933,0.9209,55
103,14.93,0.7961,0.268,0.401,0.9209,82
138,20.0,0.7681,0.3464,0.4775,0.9209,106
172,24.93,0.7791,0.4379,0.5607,0.9209,134
207,30.0,0.7536,0.5098,0.6082,0.9209,156
241,34.93,0.7386,0.5817,0.6508,0.9209,178
276,40.0,0.7428,0.6699,0.7045,0.9209,205
310,44.93,0.729,0.7386,0.7338,0.9209,226
345,50.0,0.7217,0.8137,0.765,0.9209,249
414,60.0,0.6667,0.902,0.7667,0.9209,276
483,70.0,0.5942,0.9379,0.7275,0.9209,287
552,80.0,0.5399,0.9739,0.6946,0.9209,298
621,90.0,0.4863,0.9869,0.6516,0.9209,302
690,100.0,0.4435,1.0,0.6145,0.9209,306
