Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.871,0.0221,0.0431,0.9752,27
63,1.97,0.873,0.045,0.0856,0.9752,55
95,2.97,0.8526,0.0663,0.123,0.9752,81
127,3.97,0.8583,0.0892,0.1616,0.9752,109
159,4.97,0.8491,0.1105,0.1955,0.9752,135
191,5.98,0.8115,0.1268,0.2194,0.9752,155
223,6.98,0.7937,0.1448,0.245,0.9752,177
255,7.98,0.8,0.1669,0.2762,0.9752,204
287,8.98,0.8014,0.1882,0.3048,0.9752,230
319,9.98,0.8088,0.2111,0.3348,0.9752,258
479,14.99,0.8058,0.3159,0.4539,0.9752,386
639,19.99,0.795,0.4157,0.5459,0.9752,508
799,25.0,0.796,0.5205,0.6294,0.9752,636
958,29.97,0.7797,0.6113,0.6853,0.9752,747
1118,34.98,0.7764,0.7103,0.7419,0.9752,868
1278,39.99,0.7684,0.8036,0.7856,0.9752,982
1438,44.99,0.7573,0.8912,0.8188,0.9752,1089
1598,50.0,0.724,0.9468,0.8206,0.9752,1157
1917,59.98,0.6296,0.9877,0.769,0.9752,1207
2237,69.99,0.5445,0.9967,0.7042,0.9752,1218
2556,79.97,0.4781,1.0,0.6469,0.9752,1222
2876,89.99,0.4249,1.0,0.5964,0.9752,1222
3196,100.0,0.3824,1.0,0.5532,0.9752,1222
