Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.99,1.0,0.027,0.0526,0.792,3
6,1.98,0.8333,0.045,0.0855,0.792,5
9,2.97,0.8889,0.0721,0.1333,0.792,8
12,3.96,0.8333,0.0901,0.1626,0.792,10
15,4.95,0.8,0.1081,0.1905,0.792,12
18,5.94,0.8333,0.1351,0.2326,0.792,15
21,6.93,0.8571,0.1622,0.2727,0.792,18
24,7.92,0.875,0.1892,0.3111,0.792,21
27,8.91,0.8148,0.1982,0.3188,0.792,22
30,9.9,0.8333,0.2252,0.3546,0.792,25
45,14.85,0.8,0.3243,0.4615,0.792,36
60,19.8,0.7333,0.3964,0.5146,0.792,44
75,24.75,0.7067,0.4775,0.5699,0.792,53
90,29.7,0.6333,0.5135,0.5672,0.792,57
106,34.98,0.6038,0.5766,0.5899,0.792,64
121,39.93,0.5785,0.6306,0.6034,0.792,70
136,44.88,0.5588,0.6847,0.6154,0.792,76
151,49.83,0.5364,0.7297,0.6183,0.792,81
181,59.74,0.5193,0.8468,0.6438,0.792,94
212,69.97,0.4717,0.9009,0.6192,0.792,100
242,79.87,0.4215,0.9189,0.5779,0.792,102
272,89.77,0.3934,0.964,0.5587,0.792,107
303,100.0,0.3663,1.0,0.5362,0.792,111
