Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.81,1.0,0.06,0.1132,0.6511,3
7,1.89,1.0,0.14,0.2456,0.6511,7
11,2.97,1.0,0.22,0.3607,0.6511,11
14,3.78,0.9286,0.26,0.4062,0.6511,13
18,4.86,0.7222,0.26,0.3824,0.6511,13
22,5.95,0.5909,0.26,0.3611,0.6511,13
25,6.76,0.52,0.26,0.3467,0.6511,13
29,7.84,0.4483,0.26,0.3291,0.6511,13
33,8.92,0.3939,0.26,0.3133,0.6511,13
37,10.0,0.3514,0.26,0.2989,0.6511,13
55,14.86,0.2364,0.26,0.2476,0.6511,13
74,20.0,0.1757,0.26,0.2097,0.6511,13
92,24.86,0.1413,0.26,0.1831,0.6511,13
111,30.0,0.1171,0.26,0.1615,0.6511,13
129,34.86,0.155,0.4,0.2235,0.6511,20
148,40.0,0.1689,0.5,0.2525,0.6511,25
166,44.86,0.1807,0.6,0.2778,0.6511,30
185,50.0,0.1892,0.7,0.2979,0.6511,35
222,60.0,0.1802,0.8,0.2941,0.6511,40
259,70.0,0.1776,0.92,0.2977,0.6511,46
296,80.0,0.1655,0.98,0.2832,0.6511,49
333,90.0,0.1502,1.0,0.2611,0.6511,50
370,100.0,0.1351,1.0,0.2381,0.6511,50
