Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.99,1.0,0.027,0.0526,0.862,3
6,1.98,1.0,0.0541,0.1026,0.862,6
9,2.97,1.0,0.0811,0.15,0.862,9
12,3.96,0.8333,0.0901,0.1626,0.862,10
15,4.95,0.7333,0.0991,0.1746,0.862,11
18,5.94,0.7778,0.1261,0.2171,0.862,14
21,6.93,0.8095,0.1532,0.2576,0.862,17
24,7.92,0.8333,0.1802,0.2963,0.862,20
27,8.91,0.8519,0.2072,0.3333,0.862,23
30,9.9,0.8667,0.2342,0.3688,0.862,26
45,14.85,0.7556,0.3063,0.4359,0.862,34
60,19.8,0.75,0.4054,0.5263,0.862,45
75,24.75,0.72,0.4865,0.5806,0.862,54
90,29.7,0.7,0.5676,0.6269,0.862,63
106,34.98,0.6981,0.6667,0.682,0.862,74
121,39.93,0.6694,0.7297,0.6983,0.862,81
136,44.88,0.625,0.7658,0.6883,0.862,85
151,49.83,0.6026,0.8198,0.6947,0.862,91
181,59.74,0.5359,0.8739,0.6644,0.862,97
212,69.97,0.4811,0.9189,0.6316,0.862,102
242,79.87,0.4298,0.9369,0.5892,0.862,104
272,89.77,0.3934,0.964,0.5587,0.862,107
303,100.0,0.3663,1.0,0.5362,0.862,111
