Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.76,0.3333,0.0345,0.0625,0.6488,1
7,1.77,0.2857,0.069,0.1111,0.6488,2
11,2.78,0.2727,0.1034,0.15,0.6488,3
15,3.8,0.2,0.1034,0.1364,0.6488,3
19,4.81,0.1579,0.1034,0.125,0.6488,3
23,5.82,0.1304,0.1034,0.1154,0.6488,3
27,6.84,0.1481,0.1379,0.1429,0.6488,4
31,7.85,0.129,0.1379,0.1333,0.6488,4
35,8.86,0.1429,0.1724,0.1562,0.6488,5
39,9.87,0.1282,0.1724,0.1471,0.6488,5
59,14.94,0.1186,0.2414,0.1591,0.6488,7
79,20.0,0.0886,0.2414,0.1296,0.6488,7
98,24.81,0.102,0.3448,0.1575,0.6488,10
118,29.87,0.1017,0.4138,0.1633,0.6488,12
138,34.94,0.1159,0.5517,0.1916,0.6488,16
158,40.0,0.1076,0.5862,0.1818,0.6488,17
177,44.81,0.1017,0.6207,0.1748,0.6488,18
197,49.87,0.1015,0.6897,0.177,0.6488,20
237,60.0,0.1097,0.8966,0.1955,0.6488,26
276,69.87,0.0942,0.8966,0.1705,0.6488,26
316,80.0,0.0854,0.931,0.1565,0.6488,27
355,89.87,0.0789,0.9655,0.1458,0.6488,28
395,100.0,0.0734,1.0,0.1368,0.6488,29
