Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
20,0.97,0.65,0.0339,0.0645,0.7434,13
41,2.0,0.5854,0.0627,0.1132,0.7434,24
61,2.97,0.623,0.0992,0.1712,0.7434,38
82,4.0,0.7195,0.154,0.2538,0.7434,59
102,4.97,0.7059,0.188,0.2969,0.7434,72
123,5.99,0.6829,0.2193,0.332,0.7434,84
143,6.97,0.6224,0.2324,0.3384,0.7434,89
164,7.99,0.5427,0.2324,0.3254,0.7434,89
184,8.97,0.4946,0.2376,0.321,0.7434,91
205,9.99,0.478,0.2559,0.3333,0.7434,98
307,14.96,0.6156,0.4935,0.5478,0.7434,189
410,19.98,0.6,0.6423,0.6204,0.7434,246
513,25.0,0.4795,0.6423,0.5491,0.7434,246
615,29.97,0.4,0.6423,0.493,0.7434,246
718,34.99,0.3705,0.6945,0.4832,0.7434,266
820,39.96,0.3244,0.6945,0.4422,0.7434,266
923,44.98,0.2882,0.6945,0.4074,0.7434,266
1026,50.0,0.2593,0.6945,0.3776,0.7434,266
1231,59.99,0.2169,0.6971,0.3309,0.7434,267
1436,69.98,0.1859,0.6971,0.2936,0.7434,267
1641,79.97,0.1627,0.6971,0.2638,0.7434,267
1846,89.96,0.1652,0.7963,0.2737,0.7434,305
2052,100.0,0.1866,1.0,0.3146,0.7434,383
