Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
15,0.94,0.0667,0.0123,0.0208,0.6166,1
31,1.94,0.0645,0.0247,0.0357,0.6166,2
47,2.94,0.0851,0.0494,0.0625,0.6166,4
63,3.94,0.0635,0.0494,0.0556,0.6166,4
79,4.94,0.0633,0.0617,0.0625,0.6166,5
95,5.94,0.0842,0.0988,0.0909,0.6166,8
111,6.94,0.0991,0.1358,0.1146,0.6166,11
127,7.94,0.1102,0.1728,0.1346,0.6166,14
143,8.94,0.1049,0.1852,0.1339,0.6166,15
159,9.94,0.1006,0.1975,0.1333,0.6166,16
239,14.95,0.0879,0.2593,0.1313,0.6166,21
319,19.95,0.0815,0.321,0.13,0.6166,26
399,24.95,0.0802,0.3951,0.1333,0.6166,32
479,29.96,0.0731,0.4321,0.125,0.6166,35
559,34.96,0.0698,0.4815,0.1219,0.6166,39
639,39.96,0.0689,0.5432,0.1222,0.6166,44
719,44.97,0.0723,0.642,0.13,0.6166,52
799,49.97,0.0676,0.6667,0.1227,0.6166,54
959,59.97,0.0605,0.716,0.1115,0.6166,58
1119,69.98,0.0581,0.8025,0.1083,0.6166,65
1279,79.99,0.0579,0.9136,0.1088,0.6166,74
1439,89.99,0.0542,0.963,0.1026,0.6166,78
1599,100.0,0.0507,1.0,0.0964,0.6166,81
