Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
48,0.98,0.1667,0.022,0.0389,0.597,8
97,1.98,0.134,0.0358,0.0565,0.597,13
146,2.98,0.137,0.0551,0.0786,0.597,20
195,3.98,0.1231,0.0661,0.086,0.597,24
244,4.98,0.1148,0.0771,0.0923,0.597,28
293,5.98,0.1263,0.1019,0.1128,0.597,37
342,6.98,0.1287,0.1212,0.1248,0.597,44
391,7.98,0.1279,0.1377,0.1326,0.597,50
440,8.98,0.1205,0.146,0.132,0.597,53
489,9.98,0.1247,0.168,0.1432,0.597,61
734,14.99,0.1104,0.2231,0.1477,0.597,81
979,19.99,0.1164,0.314,0.1699,0.597,114
1224,24.99,0.1119,0.3774,0.1727,0.597,137
1469,29.99,0.1076,0.4353,0.1725,0.597,158
1714,34.99,0.0998,0.4711,0.1647,0.597,171
1959,40.0,0.0949,0.5124,0.1602,0.597,186
2204,45.0,0.093,0.5647,0.1597,0.597,205
2449,50.0,0.0919,0.6198,0.16,0.597,225
2938,59.98,0.0882,0.7135,0.1569,0.597,259
3428,69.99,0.0855,0.8072,0.1546,0.597,293
3918,79.99,0.0812,0.876,0.1486,0.597,318
4408,90.0,0.0792,0.9614,0.1463,0.597,349
4898,100.0,0.0741,1.0,0.138,0.597,363
