Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
850,1.0,0.8024,0.1003,0.1783,1.0,682
1700,2.0,0.7994,0.1999,0.3198,1.0,1359
2550,3.0,0.7949,0.2981,0.4336,1.0,2027
3400,4.0,0.7962,0.3981,0.5308,1.0,2707
4250,5.0,0.7951,0.4969,0.6116,1.0,3379
5100,6.0,0.7969,0.5976,0.683,1.0,4064
5950,7.0,0.7945,0.6951,0.7415,1.0,4727
6800,8.0,0.7953,0.7953,0.7953,1.0,5408
7650,9.0,0.7969,0.8965,0.8437,1.0,6096
8500,10.0,0.7999,0.9999,0.8888,1.0,6799
12750,15.0,0.5333,1.0,0.6957,1.0,6800
17000,20.0,0.4,1.0,0.5714,1.0,6800
21250,25.0,0.32,1.0,0.4848,1.0,6800
25500,30.0,0.2667,1.0,0.4211,1.0,6800
29750,35.0,0.2286,1.0,0.3721,1.0,6800
34000,40.0,0.2,1.0,0.3333,1.0,6800
38250,45.0,0.1778,1.0,0.3019,1.0,6800
42500,50.0,0.16,1.0,0.2759,1.0,6800
51000,60.0,0.1333,1.0,0.2353,1.0,6800
59500,70.0,0.1143,1.0,0.2051,1.0,6800
68000,80.0,0.1,1.0,0.1818,1.0,6800
76500,90.0,0.0889,1.0,0.1633,1.0,6800
85000,100.0,0.08,1.0,0.1481,1.0,6800
