Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.99,1.0,0.0588,0.1111,0.5406,1
2,1.98,1.0,0.1176,0.2105,0.5406,2
3,2.97,0.6667,0.1176,0.2,0.5406,2
4,3.96,0.5,0.1176,0.1905,0.5406,2
5,4.95,0.4,0.1176,0.1818,0.5406,2
6,5.94,0.3333,0.1176,0.1739,0.5406,2
7,6.93,0.2857,0.1176,0.1667,0.5406,2
8,7.92,0.25,0.1176,0.16,0.5406,2
9,8.91,0.2222,0.1176,0.1538,0.5406,2
10,9.9,0.3,0.1765,0.2222,0.5406,3
15,14.85,0.2667,0.2353,0.25,0.5406,4
20,19.8,0.3,0.3529,0.3243,0.5406,6
25,24.75,0.28,0.4118,0.3333,0.5406,7
30,29.7,0.2333,0.4118,0.2979,0.5406,7
35,34.65,0.2571,0.5294,0.3462,0.5406,9
40,39.6,0.225,0.5294,0.3158,0.5406,9
45,44.55,0.2,0.5294,0.2903,0.5406,9
50,49.5,0.2,0.5882,0.2985,0.5406,10
60,59.41,0.1667,0.5882,0.2597,0.5406,10
70,69.31,0.1571,0.6471,0.2529,0.5406,11
80,79.21,0.1625,0.7647,0.268,0.5406,13
90,89.11,0.1444,0.7647,0.243,0.5406,13
101,100.0,0.1683,1.0,0.2881,0.5406,17
