Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
14,0.95,0.8571,0.0191,0.0373,0.6039,12
29,1.97,0.7586,0.035,0.0669,0.6039,22
44,2.99,0.75,0.0525,0.0981,0.6039,33
58,3.94,0.7069,0.0652,0.1194,0.6039,41
73,4.96,0.7534,0.0874,0.1567,0.6039,55
88,5.97,0.7273,0.1017,0.1785,0.6039,64
103,6.99,0.7379,0.1208,0.2077,0.6039,76
117,7.94,0.7094,0.132,0.2225,0.6039,83
132,8.96,0.697,0.1463,0.2418,0.6039,92
147,9.98,0.7075,0.1653,0.268,0.6039,104
220,14.94,0.6591,0.2305,0.3416,0.6039,145
294,19.96,0.6088,0.2846,0.3879,0.6039,179
368,24.98,0.5598,0.3275,0.4132,0.6039,206
441,29.94,0.5306,0.372,0.4374,0.6039,234
515,34.96,0.5146,0.4213,0.4633,0.6039,265
589,39.99,0.4992,0.4674,0.4828,0.6039,294
662,44.94,0.4909,0.5167,0.5035,0.6039,325
736,49.97,0.5027,0.5882,0.5421,0.6039,370
883,59.95,0.4723,0.663,0.5516,0.6039,417
1031,69.99,0.4656,0.7631,0.5783,0.6039,480
1178,79.97,0.4593,0.8601,0.5988,0.6039,541
1325,89.95,0.4415,0.93,0.5988,0.6039,585
1473,100.0,0.427,1.0,0.5985,0.6039,629
