Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.81,0.3333,0.025,0.0465,0.9794,1
7,1.89,0.5714,0.1,0.1702,0.9794,4
11,2.97,0.5455,0.15,0.2353,0.9794,6
14,3.78,0.6429,0.225,0.3333,0.9794,9
18,4.86,0.6667,0.3,0.4138,0.9794,12
22,5.95,0.6818,0.375,0.4839,0.9794,15
25,6.76,0.72,0.45,0.5538,0.9794,18
29,7.84,0.7241,0.525,0.6087,0.9794,21
33,8.92,0.7273,0.6,0.6575,0.9794,24
37,10.0,0.7297,0.675,0.7013,0.9794,27
55,14.86,0.6,0.825,0.6947,0.9794,33
74,20.0,0.5135,0.95,0.6667,0.9794,38
92,24.86,0.4239,0.975,0.5909,0.9794,39
111,30.0,0.3514,0.975,0.5166,0.9794,39
129,34.86,0.3101,1.0,0.4734,0.9794,40
148,40.0,0.2703,1.0,0.4255,0.9794,40
166,44.86,0.241,1.0,0.3883,0.9794,40
185,50.0,0.2162,1.0,0.3556,0.9794,40
222,60.0,0.1802,1.0,0.3053,0.9794,40
259,70.0,0.1544,1.0,0.2676,0.9794,40
296,80.0,0.1351,1.0,0.2381,0.9794,40
333,90.0,0.1201,1.0,0.2145,0.9794,40
370,100.0,0.1081,1.0,0.1951,0.9794,40
