Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.62,0.0,0.0,0.0,0.9287,0
3,1.88,0.3333,0.0333,0.0606,0.9287,1
4,2.5,0.5,0.0667,0.1176,0.9287,2
6,3.75,0.6667,0.1333,0.2222,0.9287,4
8,5.0,0.75,0.2,0.3158,0.9287,6
9,5.62,0.6667,0.2,0.3077,0.9287,6
11,6.88,0.6364,0.2333,0.3415,0.9287,7
12,7.5,0.6667,0.2667,0.381,0.9287,8
14,8.75,0.6429,0.3,0.4091,0.9287,9
16,10.0,0.625,0.3333,0.4348,0.9287,10
24,15.0,0.625,0.5,0.5556,0.9287,15
32,20.0,0.6562,0.7,0.6774,0.9287,21
40,25.0,0.6,0.8,0.6857,0.9287,24
48,30.0,0.6042,0.9667,0.7436,0.9287,29
56,35.0,0.5357,1.0,0.6977,0.9287,30
64,40.0,0.4688,1.0,0.6383,0.9287,30
72,45.0,0.4167,1.0,0.5882,0.9287,30
80,50.0,0.375,1.0,0.5455,0.9287,30
96,60.0,0.3125,1.0,0.4762,0.9287,30
112,70.0,0.2679,1.0,0.4225,0.9287,30
128,80.0,0.2344,1.0,0.3797,0.9287,30
144,90.0,0.2083,1.0,0.3448,0.9287,30
160,100.0,0.1875,1.0,0.3158,0.9287,30
