Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.83,1.0,0.0625,0.1176,0.8354,1
2,1.67,0.5,0.0625,0.1111,0.8354,1
3,2.5,0.3333,0.0625,0.1053,0.8354,1
4,3.33,0.25,0.0625,0.1,0.8354,1
6,5.0,0.1667,0.0625,0.0909,0.8354,1
7,5.83,0.1429,0.0625,0.087,0.8354,1
8,6.67,0.125,0.0625,0.0833,0.8354,1
9,7.5,0.1111,0.0625,0.08,0.8354,1
10,8.33,0.1,0.0625,0.0769,0.8354,1
12,10.0,0.0833,0.0625,0.0714,0.8354,1
18,15.0,0.0556,0.0625,0.0588,0.8354,1
24,20.0,0.2083,0.3125,0.25,0.8354,5
30,25.0,0.3,0.5625,0.3913,0.8354,9
36,30.0,0.3611,0.8125,0.5,0.8354,13
42,35.0,0.381,1.0,0.5517,0.8354,16
48,40.0,0.3333,1.0,0.5,0.8354,16
54,45.0,0.2963,1.0,0.4571,0.8354,16
60,50.0,0.2667,1.0,0.4211,0.8354,16
72,60.0,0.2222,1.0,0.3636,0.8354,16
84,70.0,0.1905,1.0,0.32,0.8354,16
96,80.0,0.1667,1.0,0.2857,0.8354,16
108,90.0,0.1481,1.0,0.2581,0.8354,16
120,100.0,0.1333,1.0,0.2353,0.8354,16
