Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
11,0.96,0.1818,0.5,0.2667,0.9952,2
22,1.93,0.1818,1.0,0.3077,0.9952,4
34,2.98,0.1176,1.0,0.2105,0.9952,4
45,3.94,0.0889,1.0,0.1633,0.9952,4
57,5.0,0.0702,1.0,0.1311,0.9952,4
68,5.96,0.0588,1.0,0.1111,0.9952,4
79,6.92,0.0506,1.0,0.0964,0.9952,4
91,7.98,0.044,1.0,0.0842,0.9952,4
102,8.94,0.0392,1.0,0.0755,0.9952,4
114,9.99,0.0351,1.0,0.0678,0.9952,4
171,14.99,0.0234,1.0,0.0457,0.9952,4
228,19.98,0.0175,1.0,0.0345,0.9952,4
285,24.98,0.014,1.0,0.0277,0.9952,4
342,29.97,0.0117,1.0,0.0231,0.9952,4
399,34.97,0.01,1.0,0.0199,0.9952,4
456,39.96,0.0088,1.0,0.0174,0.9952,4
513,44.96,0.0078,1.0,0.0155,0.9952,4
570,49.96,0.007,1.0,0.0139,0.9952,4
684,59.95,0.0058,1.0,0.0116,0.9952,4
798,69.94,0.005,1.0,0.01,0.9952,4
912,79.93,0.0044,1.0,0.0087,0.9952,4
1026,89.92,0.0039,1.0,0.0078,0.9952,4
1141,100.0,0.0035,1.0,0.007,0.9952,4
