Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.62,0.0,0.0,0.0,0.8772,0
3,1.88,0.3333,0.0333,0.0606,0.8772,1
4,2.5,0.5,0.0667,0.1176,0.8772,2
6,3.75,0.5,0.1,0.1667,0.8772,3
8,5.0,0.625,0.1667,0.2632,0.8772,5
9,5.62,0.5556,0.1667,0.2564,0.8772,5
11,6.88,0.5455,0.2,0.2927,0.8772,6
12,7.5,0.5,0.2,0.2857,0.8772,6
14,8.75,0.5,0.2333,0.3182,0.8772,7
16,10.0,0.5,0.2667,0.3478,0.8772,8
24,15.0,0.4583,0.3667,0.4074,0.8772,11
32,20.0,0.5,0.5333,0.5161,0.8772,16
40,25.0,0.475,0.6333,0.5429,0.8772,19
48,30.0,0.4792,0.7667,0.5897,0.8772,23
56,35.0,0.4821,0.9,0.6279,0.8772,27
64,40.0,0.4531,0.9667,0.617,0.8772,29
72,45.0,0.4167,1.0,0.5882,0.8772,30
80,50.0,0.375,1.0,0.5455,0.8772,30
96,60.0,0.3125,1.0,0.4762,0.8772,30
112,70.0,0.2679,1.0,0.4225,0.8772,30
128,80.0,0.2344,1.0,0.3797,0.8772,30
144,90.0,0.2083,1.0,0.3448,0.8772,30
160,100.0,0.1875,1.0,0.3158,0.8772,30
