Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
14,0.95,0.8571,0.0239,0.0464,0.6771,12
29,1.97,0.6552,0.0378,0.0714,0.6771,19
44,2.99,0.6136,0.0537,0.0987,0.6771,27
58,3.94,0.6034,0.0696,0.1248,0.6771,35
73,4.96,0.6027,0.0875,0.1528,0.6771,44
88,5.97,0.5909,0.1034,0.176,0.6771,52
103,6.99,0.6019,0.1233,0.2046,0.6771,62
117,7.94,0.5812,0.1352,0.2194,0.6771,68
132,8.96,0.5985,0.1571,0.2488,0.6771,79
147,9.98,0.5986,0.175,0.2708,0.6771,88
220,14.94,0.55,0.2406,0.3347,0.6771,121
294,19.96,0.5578,0.326,0.4115,0.6771,164
368,24.98,0.519,0.3797,0.4386,0.6771,191
441,29.94,0.4989,0.4374,0.4661,0.6771,220
515,34.96,0.4718,0.4831,0.4774,0.6771,243
589,39.99,0.4618,0.5408,0.4982,0.6771,272
662,44.94,0.4517,0.5944,0.5133,0.6771,299
736,49.97,0.4416,0.6461,0.5246,0.6771,325
883,59.95,0.419,0.7356,0.5339,0.6771,370
1031,69.99,0.4025,0.825,0.5411,0.6771,415
1178,79.97,0.3803,0.8907,0.533,0.6771,448
1325,89.95,0.3615,0.9523,0.5241,0.6771,479
1473,100.0,0.3415,1.0,0.5091,0.6771,503
