Original_Index,Anomaly_Score,Detection_Result,True_Label
0,0.07834267265363325,1,0
1,0.0653619039624346,0,0
2,0.06558186985213492,0,0
3,0.06298027223473886,0,0
4,0.06352792070645098,0,0
5,0.09702858775197185,1,0
6,0.06338443893382982,0,0
7,0.06464527306906585,0,0
8,0.06475531582216765,0,0
9,0.06381417209786885,0,0
10,0.07518864404005199,1,0
11,0.061648625549647305,0,0
12,0.07436080046342378,1,0
13,0.06683970180134133,0,0
14,0.06245661904430736,0,0
15,0.06139173988601204,0,0
16,0.06194456722151885,0,0
17,0.07629246749417301,1,0
18,0.06378087852669623,0,0
19,0.06053712318446893,0,0
20,0.06510417664466986,0,0
21,0.07951013378675646,1,0
22,0.05850601151192142,0,0
23,0.058221975237097476,0,0
24,0.05782696327489946,0,0
25,0.05777912197902786,0,0
26,0.05651623227954021,0,0
27,0.057260630434957285,0,0
28,0.058501530391745646,0,0
29,0.056016521406259664,0,0
30,0.06150909481728337,0,0
31,0.05828933580780084,0,0
32,0.065462841755154,0,0
33,0.060100126050780425,0,0
34,0.05604791227165037,0,0
35,0.05660977769482384,0,0
36,0.059281523865098065,0,0
37,0.0554792227342097,0,0
38,0.07482642884899683,1,0
39,0.07463426177881585,1,0
40,0.05610788713413391,0,0
41,0.05619946159782309,0,0
42,0.05342324607274691,0,0
43,0.06895567579026804,1,0
44,0.08850495222593954,1,0
45,0.05579146220513872,0,0
46,0.058838635169829644,0,0
47,0.08077877693508037,1,0
48,0.06604514393921922,0,0
49,0.055354501731311775,0,0
50,0.07752303905937619,1,0
51,0.05671646064356285,0,0
52,0.05485151088473238,0,0
53,0.054606618413438245,0,0
54,0.05645058183939622,0,0
55,0.07145614191071854,1,0
56,0.09479046467910952,1,0
57,0.051553173771007064,0,0
58,0.0530110546868663,0,0
59,0.053976296211527296,0,0
60,0.053125300097750815,0,0
61,0.06154226992440106,0,0
62,0.06525214790013546,0,0
63,0.06928127627776048,1,0
64,0.061778194093358565,0,0
65,0.057102702123752826,0,0
66,0.06497893980360503,0,0
67,0.06451218676696242,0,0
68,0.06339585298362951,0,0
69,0.06364887342429212,0,0
70,0.06632729324281467,0,0
71,0.08824330774737545,1,0
72,0.05219104468130394,0,0
73,0.05048020943085069,0,0
74,0.05199687689010575,0,0
75,0.051511772608294114,0,0
76,0.050244464137885615,0,0
77,0.04966894122967393,0,0
78,0.05488463645789603,0,0
79,0.05325365930328015,0,0
80,0.05537295912908691,0,0
81,0.050694015621737955,0,0
82,0.04869912606257641,0,0
83,0.05140433829307266,0,0
84,0.06661239994181027,0,0
85,0.04788281389392681,0,0
86,0.05036111624211194,0,0
87,0.05013767498438465,0,0
88,0.04796885191653472,0,0
89,0.05475796511879889,0,0
90,0.05871917956894782,0,0
91,0.04828980238509664,0,0
92,0.05674238145918374,0,0
93,0.04853607820459834,0,0
94,0.05012932255562438,0,0
95,0.0469581262027984,0,0
96,0.053513303343181065,0,0
97,0.0643108649877216,0,0
98,0.05207735146590314,0,0
99,0.04839818747741112,0,0
100,0.05962451791993072,0,0
101,0.053069858274435985,0,0
102,0.0668487318109974,1,0
103,0.08730472939757411,1,0
104,0.06773672289089457,1,0
105,0.14580546251278553,1,0
106,0.28862650034512366,1,0
107,0.23089328413481341,1,0
108,0.09099658870581866,1,0
109,0.09664268221404171,1,0
110,0.1463057047705387,1,0
111,0.15571849967082785,1,0
112,0.14068313042949426,1,0
113,0.05150248216134259,0,0
114,0.04892589304380935,0,0
115,0.04810661059029743,0,0
116,0.050453073067341384,0,0
117,0.051513275612229556,0,0
118,0.08068767284332852,1,0
119,0.04779213935231637,0,0
120,0.04739885102228638,0,0
121,0.05622808120245924,0,0
122,0.0466737805443038,0,0
123,0.04865604661111017,0,0
124,0.0507678840452498,0,0
125,0.05092031953362103,0,0
126,0.04760420446678722,0,0
127,0.06479594890920373,0,0
128,0.06210159162772294,0,0
129,0.07635752559984915,1,0
130,0.08381014236301969,1,0
131,0.112825065950431,1,0
132,0.05120005874193371,0,0
133,0.05761417738037526,0,0
134,0.04961502116492744,0,0
135,0.08289102148015179,1,0
136,0.054103208811934846,0,0
137,0.04965499263825138,0,0
138,0.052616793871942194,0,0
139,0.051461901684970904,0,0
140,0.049904882453527116,0,0
141,0.05638146759844158,0,0
142,0.06151738538280939,0,0
143,0.051359196360161376,0,0
144,0.06133521076633695,0,0
145,0.08968634681721814,1,0
146,0.05169305901857517,0,1
147,0.050207873369423485,0,1
148,0.051914622422540746,0,1
149,0.05399237850612469,0,1
150,0.057484506391177026,0,1
151,0.06759838307794781,1,1
152,0.058094428385113375,0,1
153,0.05186315795723671,0,1
154,0.05124235288820943,0,1
155,0.05188201388308605,0,1
156,0.05141835353441948,0,1
157,0.0676295386992411,1,1
158,0.053211625549899944,0,1
159,0.05643261039348428,0,1
160,0.05364228884077706,0,1
161,0.06893353172388024,1,1
162,0.11013039020711109,1,1
163,0.21209291152348902,1,1
164,0.062220395599036984,0,1
165,0.07379200329450195,1,1
166,0.08307703150898389,1,1
167,0.09512056002306327,1,1
168,0.09316820745911263,1,1
169,0.08997748342585762,1,1
170,0.09845898612752502,1,1
171,0.2136781647857573,1,1
172,0.20977976666283701,1,1
173,0.09535672667180219,1,1
174,0.13547139768336464,1,1
175,0.12644950162797491,1,1
176,0.06461190170972571,0,1
177,0.06433680161163793,0,1
178,0.06297324778847377,0,1
179,0.06145790140570708,0,1
180,0.08278385472521385,1,1
181,0.09323494250940761,1,1
182,0.09605351974122088,1,1
183,0.10542499264183765,1,1
184,0.18436563949577875,1,1
185,0.09698790117146457,1,0
186,0.1329095812612892,1,0
187,0.06333916396092026,0,0
188,0.09450313952930424,1,0
189,0.1426156304985156,1,0
190,0.0728237573586158,1,0
191,0.10988521929308828,1,0
192,0.11463795845553056,1,0
193,0.14384454743050287,1,0
194,0.11345236083839369,1,0
195,0.11306418599577092,1,0
196,0.1105840726925607,1,0
197,0.10723376407653787,1,0
198,0.11251362392159336,1,0
199,0.11129590625984917,1,0
200,0.11270517884437332,1,0
201,0.12767082490811338,1,0
202,0.11499636505319777,1,0
203,0.14794633233001397,1,0
204,0.1103022695754428,1,0
205,0.11359244130667215,1,0
206,0.112953623889431,1,0
207,0.16710337680492815,1,0
208,0.114897757150307,1,0
209,0.1256962402680409,1,0
210,0.1479057242292045,1,0
211,0.14962505083172548,1,0
212,0.1176900070193125,1,0
213,0.1487205161234297,1,0
