Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.87,0.0,0.0,0.0,0.3365,0
13,1.88,0.0,0.0,0.0,0.3365,0
20,2.9,0.05,0.0026,0.005,0.3365,1
27,3.91,0.1111,0.0078,0.0146,0.3365,3
34,4.93,0.1471,0.0131,0.024,0.3365,5
41,5.94,0.1463,0.0157,0.0283,0.3365,6
48,6.96,0.1667,0.0209,0.0371,0.3365,8
55,7.97,0.2,0.0287,0.0502,0.3365,11
62,8.99,0.2097,0.0339,0.0584,0.3365,13
69,10.0,0.2609,0.047,0.0796,0.3365,18
103,14.93,0.2427,0.0653,0.1029,0.3365,25
138,20.0,0.3043,0.1097,0.1612,0.3365,42
172,24.93,0.343,0.154,0.2126,0.3365,59
207,30.0,0.372,0.201,0.261,0.3365,77
241,34.93,0.4066,0.2559,0.3141,0.3365,98
276,40.0,0.4058,0.2924,0.3399,0.3365,112
310,44.93,0.4194,0.3394,0.3752,0.3365,130
345,50.0,0.4493,0.4047,0.4258,0.3365,155
414,60.0,0.4807,0.5196,0.4994,0.3365,199
483,70.0,0.4886,0.6162,0.545,0.3365,236
552,80.0,0.5091,0.7337,0.6011,0.3365,281
621,90.0,0.5362,0.8695,0.6633,0.3365,333
690,100.0,0.5551,1.0,0.7139,0.3365,383
