Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
800,1.0,0.8037,0.068,0.1254,0.9507,643
1600,2.0,0.795,0.1345,0.2301,0.9507,1272
2400,3.0,0.7808,0.1981,0.3161,0.9507,1874
3200,4.0,0.7766,0.2627,0.3926,0.9507,2485
4000,5.0,0.7638,0.323,0.454,0.9507,3055
4800,6.0,0.7575,0.3844,0.51,0.9507,3636
5600,7.0,0.7443,0.4407,0.5536,0.9507,4168
6400,8.0,0.7342,0.4968,0.5926,0.9507,4699
7200,9.0,0.7229,0.5503,0.6249,0.9507,5205
8000,10.0,0.7084,0.5992,0.6492,0.9507,5667
12000,15.0,0.6088,0.7725,0.681,0.9507,7306
16000,20.0,0.5101,0.863,0.6412,0.9507,8162
20000,25.0,0.4304,0.9101,0.5844,0.9507,8608
24000,30.0,0.3642,0.9241,0.5224,0.9507,8740
28000,35.0,0.3173,0.9394,0.4744,0.9507,8885
32000,40.0,0.2817,0.9532,0.4349,0.9507,9015
36000,45.0,0.2525,0.961,0.3999,0.9507,9089
40000,50.0,0.2297,0.9715,0.3715,0.9507,9188
48000,60.0,0.194,0.9848,0.3242,0.9507,9314
56000,70.0,0.1677,0.993,0.287,0.9507,9392
64000,80.0,0.1475,0.9983,0.2571,0.9507,9442
72000,90.0,0.1314,1.0,0.2322,0.9507,9458
80000,100.0,0.1182,1.0,0.2115,0.9507,9458
