Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.83,1.0,0.05,0.0952,0.674,1
2,1.67,0.5,0.05,0.0909,0.674,1
3,2.5,0.3333,0.05,0.087,0.674,1
4,3.33,0.25,0.05,0.0833,0.674,1
6,5.0,0.3333,0.1,0.1538,0.674,2
7,5.83,0.2857,0.1,0.1481,0.674,2
8,6.67,0.25,0.1,0.1429,0.674,2
9,7.5,0.2222,0.1,0.1379,0.674,2
10,8.33,0.2,0.1,0.1333,0.674,2
12,10.0,0.25,0.15,0.1875,0.674,3
18,15.0,0.2778,0.25,0.2632,0.674,5
24,20.0,0.2917,0.35,0.3182,0.674,7
30,25.0,0.3,0.45,0.36,0.674,9
36,30.0,0.2778,0.5,0.3571,0.674,10
42,35.0,0.2619,0.55,0.3548,0.674,11
48,40.0,0.25,0.6,0.3529,0.674,12
54,45.0,0.2407,0.65,0.3514,0.674,13
60,50.0,0.25,0.75,0.375,0.674,15
72,60.0,0.2222,0.8,0.3478,0.674,16
84,70.0,0.2143,0.9,0.3462,0.674,18
96,80.0,0.1979,0.95,0.3276,0.674,19
108,90.0,0.1759,0.95,0.2969,0.674,19
120,100.0,0.1667,1.0,0.2857,0.674,20
