Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
15,0.94,0.0667,0.0123,0.0208,0.6354,1
31,1.94,0.0323,0.0123,0.0179,0.6354,1
47,2.94,0.0638,0.037,0.0469,0.6354,3
63,3.94,0.0952,0.0741,0.0833,0.6354,6
79,4.94,0.1013,0.0988,0.1,0.6354,8
95,5.94,0.1053,0.1235,0.1136,0.6354,10
111,6.94,0.0901,0.1235,0.1042,0.6354,10
127,7.94,0.0787,0.1235,0.0962,0.6354,10
143,8.94,0.0839,0.1481,0.1071,0.6354,12
159,9.94,0.0818,0.1605,0.1083,0.6354,13
239,14.95,0.0711,0.2099,0.1062,0.6354,17
319,19.95,0.0846,0.3333,0.135,0.6354,27
399,24.95,0.0827,0.4074,0.1375,0.6354,33
479,29.96,0.0856,0.5062,0.1464,0.6354,41
559,34.96,0.0823,0.5679,0.1438,0.6354,46
639,39.96,0.0782,0.6173,0.1389,0.6354,50
719,44.97,0.0723,0.642,0.13,0.6354,52
799,49.97,0.0663,0.6543,0.1205,0.6354,53
959,59.97,0.0678,0.8025,0.125,0.6354,65
1119,69.98,0.0617,0.8519,0.115,0.6354,69
1279,79.99,0.0571,0.9012,0.1074,0.6354,73
1439,89.99,0.0542,0.963,0.1026,0.6354,78
1599,100.0,0.0507,1.0,0.0964,0.6354,81
