Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
5,0.86,1.0,0.012,0.0238,0.5961,5
11,1.89,1.0,0.0264,0.0515,0.5961,11
17,2.92,1.0,0.0409,0.0785,0.5961,17
23,3.95,1.0,0.0553,0.1048,0.5961,23
29,4.97,1.0,0.0697,0.1303,0.5961,29
34,5.83,1.0,0.0817,0.1511,0.5961,34
40,6.86,1.0,0.0962,0.1754,0.5961,40
46,7.89,1.0,0.1106,0.1991,0.5961,46
52,8.92,1.0,0.125,0.2222,0.5961,52
58,9.95,0.9828,0.137,0.2405,0.5961,57
87,14.92,0.977,0.2043,0.338,0.5961,85
116,19.9,0.9138,0.2548,0.3985,0.5961,106
145,24.87,0.8828,0.3077,0.4563,0.5961,128
174,29.85,0.8391,0.351,0.4949,0.5961,146
204,34.99,0.8088,0.3966,0.5323,0.5961,165
233,39.97,0.794,0.4447,0.5701,0.5961,185
262,44.94,0.7786,0.4904,0.6018,0.5961,204
291,49.91,0.7629,0.5337,0.628,0.5961,222
349,59.86,0.745,0.625,0.6797,0.5961,260
408,69.98,0.7304,0.7163,0.7233,0.5961,298
466,79.93,0.7232,0.8101,0.7642,0.5961,337
524,89.88,0.7156,0.9014,0.7979,0.5961,375
583,100.0,0.7136,1.0,0.8328,0.5961,416
