Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
23,0.96,0.1739,0.025,0.0437,0.705,4
47,1.97,0.1915,0.0563,0.087,0.705,9
71,2.97,0.1972,0.0875,0.1212,0.705,14
95,3.97,0.2,0.1187,0.149,0.705,19
119,4.98,0.2269,0.1688,0.1935,0.705,27
143,5.98,0.2028,0.1812,0.1914,0.705,29
167,6.98,0.1976,0.2062,0.2018,0.705,33
191,7.99,0.1937,0.2313,0.2108,0.705,37
215,8.99,0.1907,0.2562,0.2187,0.705,41
239,10.0,0.1841,0.275,0.2206,0.705,44
358,14.97,0.1732,0.3875,0.2394,0.705,62
478,19.99,0.1611,0.4813,0.2414,0.705,77
597,24.97,0.1407,0.525,0.2219,0.705,84
717,29.99,0.1241,0.5563,0.203,0.705,89
836,34.96,0.1172,0.6125,0.1968,0.705,98
956,39.98,0.1067,0.6375,0.1828,0.705,102
1075,44.96,0.1042,0.7,0.1814,0.705,112
1195,49.98,0.0996,0.7438,0.1756,0.705,119
1434,59.97,0.0948,0.85,0.1706,0.705,136
1673,69.97,0.0855,0.8938,0.156,0.705,143
1912,79.97,0.0785,0.9375,0.1448,0.705,150
2151,89.96,0.0725,0.975,0.135,0.705,156
2391,100.0,0.0669,1.0,0.1254,0.705,160
