Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
675,1.0,0.3096,0.0405,0.0716,0.7577,209
1351,2.0,0.2835,0.0742,0.1177,0.7577,383
2026,3.0,0.2734,0.1074,0.1542,0.7577,554
2702,4.0,0.2624,0.1374,0.1804,0.7577,709
3377,5.0,0.2517,0.1648,0.1992,0.7577,850
4053,6.0,0.242,0.1902,0.213,0.7577,981
4728,7.0,0.2371,0.2173,0.2268,0.7577,1121
5404,8.0,0.2313,0.2423,0.2367,0.7577,1250
6080,9.0,0.2238,0.2638,0.2422,0.7577,1361
6755,10.0,0.221,0.2894,0.2506,0.7577,1493
10133,15.0,0.2013,0.3954,0.2668,0.7577,2040
13511,20.0,0.1883,0.4931,0.2725,0.7577,2544
16889,25.0,0.1743,0.5705,0.267,0.7577,2943
20267,30.0,0.1622,0.6373,0.2586,0.7577,3288
23644,35.0,0.1528,0.7001,0.2508,0.7577,3612
27022,40.0,0.1423,0.7451,0.2389,0.7577,3844
30400,45.0,0.1346,0.793,0.2301,0.7577,4091
33778,50.0,0.1272,0.8327,0.2207,0.7577,4296
40534,60.0,0.114,0.8959,0.2023,0.7577,4622
47289,70.0,0.1027,0.9411,0.1851,0.7577,4855
54045,80.0,0.0928,0.9727,0.1695,0.7577,5018
60801,90.0,0.0843,0.994,0.1555,0.7577,5128
67557,100.0,0.0764,1.0,0.1419,0.7577,5159
