Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
2,0.93,1.0,0.0625,0.1176,0.8952,2
4,1.87,0.75,0.0938,0.1667,0.8952,3
6,2.8,0.6667,0.125,0.2105,0.8952,4
8,3.74,0.75,0.1875,0.3,0.8952,6
10,4.67,0.7,0.2188,0.3333,0.8952,7
12,5.61,0.75,0.2812,0.4091,0.8952,9
14,6.54,0.6429,0.2812,0.3913,0.8952,9
17,7.94,0.6471,0.3438,0.449,0.8952,11
19,8.88,0.5789,0.3438,0.4314,0.8952,11
21,9.81,0.5714,0.375,0.4528,0.8952,12
32,14.95,0.5312,0.5312,0.5312,0.8952,17
42,19.63,0.5238,0.6875,0.5946,0.8952,22
53,24.77,0.434,0.7188,0.5412,0.8952,23
64,29.91,0.4062,0.8125,0.5417,0.8952,26
74,34.58,0.3784,0.875,0.5283,0.8952,28
85,39.72,0.3294,0.875,0.4786,0.8952,28
96,44.86,0.3125,0.9375,0.4688,0.8952,30
107,50.0,0.2897,0.9688,0.446,0.8952,31
128,59.81,0.25,1.0,0.4,0.8952,32
149,69.63,0.2148,1.0,0.3536,0.8952,32
171,79.91,0.1871,1.0,0.3153,0.8952,32
192,89.72,0.1667,1.0,0.2857,0.8952,32
214,100.0,0.1495,1.0,0.2602,0.8952,32
