Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
2,0.93,0.5,0.0256,0.0488,0.4672,1
4,1.87,0.75,0.0769,0.1395,0.4672,3
6,2.8,0.5,0.0769,0.1333,0.4672,3
8,3.74,0.375,0.0769,0.1277,0.4672,3
10,4.67,0.3,0.0769,0.1224,0.4672,3
12,5.61,0.25,0.0769,0.1176,0.4672,3
14,6.54,0.2143,0.0769,0.1132,0.4672,3
17,7.94,0.1765,0.0769,0.1071,0.4672,3
19,8.88,0.1579,0.0769,0.1034,0.4672,3
21,9.81,0.1429,0.0769,0.1,0.4672,3
32,14.95,0.125,0.1026,0.1127,0.4672,4
42,19.63,0.0952,0.1026,0.0988,0.4672,4
53,24.77,0.0755,0.1026,0.087,0.4672,4
64,29.91,0.1094,0.1795,0.1359,0.4672,7
74,34.58,0.0946,0.1795,0.1239,0.4672,7
85,39.72,0.1294,0.2821,0.1774,0.4672,11
96,44.86,0.1458,0.359,0.2074,0.4672,14
107,50.0,0.1776,0.4872,0.2603,0.4672,19
128,59.81,0.1953,0.641,0.2994,0.4672,25
149,69.63,0.2013,0.7692,0.3191,0.4672,30
171,79.91,0.1813,0.7949,0.2952,0.4672,31
192,89.72,0.1823,0.8974,0.303,0.4672,35
214,100.0,0.1822,1.0,0.3083,0.4672,39
