Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
60,0.98,0.0,0.0,0.0,0.4722,0
121,1.98,0.0,0.0,0.0,0.4722,0
182,2.98,0.0,0.0,0.0,0.4722,0
243,3.98,0.0,0.0,0.0,0.4722,0
304,4.98,0.0099,0.0054,0.007,0.4722,3
365,5.98,0.0164,0.0108,0.0131,0.4722,6
426,6.98,0.0282,0.0217,0.0245,0.4722,12
487,7.98,0.0329,0.0289,0.0307,0.4722,16
548,8.99,0.0383,0.0379,0.0381,0.4722,21
609,9.99,0.0443,0.0487,0.0464,0.4722,27
914,14.99,0.0689,0.1137,0.0858,0.4722,63
1219,19.99,0.0738,0.1625,0.1015,0.4722,90
1524,24.99,0.0755,0.2076,0.1107,0.4722,115
1829,29.99,0.0771,0.2545,0.1183,0.4722,141
2134,34.99,0.0783,0.3014,0.1243,0.4722,167
2439,39.99,0.0816,0.3592,0.133,0.4722,199
2744,44.99,0.0856,0.4242,0.1425,0.4722,235
3049,49.99,0.0869,0.4783,0.1471,0.4722,265
3659,59.99,0.0877,0.5794,0.1524,0.4722,321
4269,70.0,0.0869,0.6697,0.1538,0.4722,371
4879,80.0,0.09,0.7924,0.1616,0.4722,439
5489,90.0,0.0911,0.9025,0.1655,0.4722,500
6099,100.0,0.0908,1.0,0.1665,0.4722,554
