Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.3781,0
3,1.54,0.0,0.0,0.0,0.3781,0
5,2.56,0.0,0.0,0.0,0.3781,0
7,3.59,0.0,0.0,0.0,0.3781,0
9,4.62,0.0,0.0,0.0,0.3781,0
11,5.64,0.0,0.0,0.0,0.3781,0
13,6.67,0.0,0.0,0.0,0.3781,0
15,7.69,0.0667,0.0208,0.0317,0.3781,1
17,8.72,0.1176,0.0417,0.0615,0.3781,2
19,9.74,0.1053,0.0417,0.0597,0.3781,2
29,14.87,0.1034,0.0625,0.0779,0.3781,3
39,20.0,0.1026,0.0833,0.092,0.3781,4
48,24.62,0.125,0.125,0.125,0.3781,6
58,29.74,0.1552,0.1875,0.1698,0.3781,9
68,34.87,0.1765,0.25,0.2069,0.3781,12
78,40.0,0.1795,0.2917,0.2222,0.3781,14
87,44.62,0.2184,0.3958,0.2815,0.3781,19
97,49.74,0.2165,0.4375,0.2897,0.3781,21
117,60.0,0.188,0.4583,0.2667,0.3781,22
136,69.74,0.2059,0.5833,0.3043,0.3781,28
156,80.0,0.2051,0.6667,0.3137,0.3781,32
175,89.74,0.2286,0.8333,0.3587,0.3781,40
195,100.0,0.2462,1.0,0.3951,0.3781,48
