Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
23,0.96,0.1304,0.015,0.0269,0.7095,3
47,1.97,0.2979,0.07,0.1134,0.7095,14
71,2.97,0.2676,0.095,0.1402,0.7095,19
95,3.97,0.2526,0.12,0.1627,0.7095,24
119,4.98,0.2437,0.145,0.1818,0.7095,29
143,5.98,0.2308,0.165,0.1924,0.7095,33
167,6.98,0.2156,0.18,0.1962,0.7095,36
191,7.99,0.2094,0.2,0.2046,0.7095,40
215,8.99,0.1953,0.21,0.2024,0.7095,42
239,10.0,0.1967,0.235,0.2141,0.7095,47
358,14.97,0.2011,0.36,0.2581,0.7095,72
478,19.99,0.1946,0.465,0.2743,0.7095,93
597,24.97,0.1725,0.515,0.2585,0.7095,103
717,29.99,0.1562,0.56,0.2443,0.7095,112
836,34.96,0.1447,0.605,0.2336,0.7095,121
956,39.98,0.1402,0.67,0.2318,0.7095,134
1075,44.96,0.133,0.715,0.2243,0.7095,143
1195,49.98,0.128,0.765,0.2194,0.7095,153
1434,59.97,0.1179,0.845,0.2069,0.7095,169
1673,69.97,0.1112,0.93,0.1986,0.7095,186
1912,79.97,0.0999,0.955,0.1809,0.7095,191
2151,89.96,0.0911,0.98,0.1667,0.7095,196
2391,100.0,0.0836,1.0,0.1544,0.7095,200
