Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
100,1.0,0.06,0.029,0.0391,0.6148,6
200,2.0,0.04,0.0386,0.0393,0.6148,8
300,3.0,0.05,0.0725,0.0592,0.6148,15
400,4.0,0.0425,0.0821,0.056,0.6148,17
500,5.0,0.038,0.0918,0.0537,0.6148,19
600,6.0,0.0483,0.1401,0.0719,0.6148,29
700,7.0,0.0443,0.1498,0.0684,0.6148,31
800,8.0,0.0437,0.1691,0.0695,0.6148,35
900,9.0,0.0411,0.1787,0.0668,0.6148,37
1000,10.0,0.041,0.1981,0.0679,0.6148,41
1500,15.0,0.042,0.3043,0.0738,0.6148,63
2000,20.0,0.0395,0.3816,0.0716,0.6148,79
2500,25.0,0.0352,0.4251,0.065,0.6148,88
3000,30.0,0.032,0.4638,0.0599,0.6148,96
3500,35.0,0.0303,0.5121,0.0572,0.6148,106
4000,40.0,0.028,0.5411,0.0532,0.6148,112
4500,45.0,0.0262,0.57,0.0501,0.6148,118
5000,50.0,0.0256,0.6184,0.0492,0.6148,128
6000,60.0,0.025,0.7246,0.0483,0.6148,150
7000,70.0,0.0243,0.8213,0.0472,0.6148,170
8000,80.0,0.0231,0.8937,0.0451,0.6148,185
9000,90.0,0.0221,0.9614,0.0432,0.6148,199
10000,100.0,0.0207,1.0,0.0406,0.6148,207
