Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
81,1.0,0.1111,0.0106,0.0193,0.535,9
162,1.99,0.1049,0.02,0.0335,0.535,17
243,2.99,0.1193,0.034,0.053,0.535,29
324,3.99,0.1667,0.0634,0.0918,0.535,54
406,5.0,0.2365,0.1127,0.1526,0.535,96
487,5.99,0.2587,0.1479,0.1882,0.535,126
568,6.99,0.2711,0.1808,0.2169,0.535,154
649,7.99,0.282,0.2148,0.2438,0.535,183
731,9.0,0.2818,0.2418,0.2603,0.535,206
812,10.0,0.2869,0.2735,0.28,0.535,233
1218,14.99,0.2529,0.3615,0.2976,0.535,308
1624,19.99,0.2167,0.4131,0.2843,0.535,352
2031,25.0,0.1886,0.4495,0.2657,0.535,383
2437,30.0,0.1617,0.4624,0.2396,0.535,394
2843,35.0,0.1393,0.4648,0.2143,0.535,396
3249,39.99,0.1219,0.4648,0.1931,0.535,396
3655,44.99,0.1083,0.4648,0.1757,0.535,396
4062,50.0,0.098,0.4671,0.162,0.535,398
4874,60.0,0.0919,0.5258,0.1565,0.535,448
5686,69.99,0.1228,0.8192,0.2135,0.535,698
6499,80.0,0.1262,0.9624,0.2231,0.535,820
7311,89.99,0.1128,0.9683,0.2021,0.535,825
8124,100.0,0.1049,1.0,0.1898,0.535,852
