Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
60,0.98,0.1,0.0108,0.0195,0.6357,6
121,1.98,0.1157,0.0253,0.0415,0.6357,14
182,2.98,0.1099,0.0361,0.0543,0.6357,20
243,3.98,0.107,0.0469,0.0652,0.6357,26
304,4.98,0.1184,0.065,0.0839,0.6357,36
365,5.98,0.1342,0.0884,0.1066,0.6357,49
426,6.98,0.1385,0.1065,0.1204,0.6357,59
487,7.98,0.1376,0.1209,0.1287,0.6357,67
548,8.99,0.1423,0.1408,0.1416,0.6357,78
609,9.99,0.1478,0.1625,0.1548,0.6357,90
914,14.99,0.14,0.231,0.1744,0.6357,128
1219,19.99,0.1386,0.3051,0.1906,0.6357,169
1524,24.99,0.1378,0.3791,0.2021,0.6357,210
1829,29.99,0.1301,0.4296,0.1997,0.6357,238
2134,34.99,0.1336,0.5144,0.2121,0.6357,285
2439,39.99,0.1337,0.5884,0.2178,0.6357,326
2744,44.99,0.1283,0.6354,0.2135,0.6357,352
3049,49.99,0.1214,0.6679,0.2054,0.6357,370
3659,59.99,0.117,0.7726,0.2032,0.6357,428
4269,70.0,0.1113,0.8574,0.197,0.6357,475
4879,80.0,0.1076,0.9477,0.1933,0.6357,525
5489,90.0,0.1006,0.9964,0.1827,0.6357,552
6099,100.0,0.0908,1.0,0.1665,0.6357,554
