Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.83,1.0,0.0625,0.1176,1.0,1
2,1.67,1.0,0.125,0.2222,1.0,2
3,2.5,1.0,0.1875,0.3158,1.0,3
4,3.33,1.0,0.25,0.4,1.0,4
6,5.0,1.0,0.375,0.5455,1.0,6
7,5.83,1.0,0.4375,0.6087,1.0,7
8,6.67,1.0,0.5,0.6667,1.0,8
9,7.5,0.8889,0.5,0.64,1.0,8
10,8.33,0.9,0.5625,0.6923,1.0,9
12,10.0,0.9167,0.6875,0.7857,1.0,11
18,15.0,0.8333,0.9375,0.8824,1.0,15
24,20.0,0.6667,1.0,0.8,1.0,16
30,25.0,0.5333,1.0,0.6957,1.0,16
36,30.0,0.4444,1.0,0.6154,1.0,16
42,35.0,0.381,1.0,0.5517,1.0,16
48,40.0,0.3333,1.0,0.5,1.0,16
54,45.0,0.2963,1.0,0.4571,1.0,16
60,50.0,0.2667,1.0,0.4211,1.0,16
72,60.0,0.2222,1.0,0.3636,1.0,16
84,70.0,0.1905,1.0,0.32,1.0,16
96,80.0,0.1667,1.0,0.2857,1.0,16
108,90.0,0.1481,1.0,0.2581,1.0,16
120,100.0,0.1333,1.0,0.2353,1.0,16
