Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,1.0,0.25,0.02,0.037,0.5984,2
16,2.0,0.1875,0.03,0.0517,0.5984,3
24,3.0,0.1667,0.04,0.0645,0.5984,4
32,4.0,0.1875,0.06,0.0909,0.5984,6
40,5.0,0.175,0.07,0.1,0.5984,7
48,6.0,0.1667,0.08,0.1081,0.5984,8
56,7.0,0.1786,0.1,0.1282,0.5984,10
64,8.0,0.1719,0.11,0.1341,0.5984,11
72,9.0,0.1806,0.13,0.1512,0.5984,13
80,10.0,0.1625,0.13,0.1444,0.5984,13
120,15.0,0.175,0.21,0.1909,0.5984,21
160,20.0,0.1812,0.29,0.2231,0.5984,29
200,25.0,0.185,0.37,0.2467,0.5984,37
240,30.0,0.1833,0.44,0.2588,0.5984,44
280,35.0,0.175,0.49,0.2579,0.5984,49
320,40.0,0.1594,0.51,0.2429,0.5984,51
360,45.0,0.1528,0.55,0.2391,0.5984,55
400,50.0,0.16,0.64,0.256,0.5984,64
480,60.0,0.1521,0.73,0.2517,0.5984,73
560,70.0,0.1411,0.79,0.2394,0.5984,79
640,80.0,0.1359,0.87,0.2351,0.5984,87
720,90.0,0.1333,0.96,0.2341,0.5984,96
800,100.0,0.125,1.0,0.2222,0.5984,100
