Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.82,0.3333,0.0139,0.0267,0.4101,1
7,1.91,0.2857,0.0278,0.0506,0.4101,2
10,2.73,0.3,0.0417,0.0732,0.4101,3
14,3.83,0.2143,0.0417,0.0698,0.4101,3
18,4.92,0.1667,0.0417,0.0667,0.4101,3
21,5.74,0.1429,0.0417,0.0645,0.4101,3
25,6.83,0.12,0.0417,0.0619,0.4101,3
29,7.92,0.1034,0.0417,0.0594,0.4101,3
32,8.74,0.0938,0.0417,0.0577,0.4101,3
36,9.84,0.1111,0.0556,0.0741,0.4101,4
54,14.75,0.0926,0.0694,0.0794,0.4101,5
73,19.95,0.0685,0.0694,0.069,0.4101,5
91,24.86,0.0989,0.125,0.1104,0.4101,9
109,29.78,0.1101,0.1667,0.1326,0.4101,12
128,34.97,0.1094,0.1944,0.14,0.4101,14
146,39.89,0.1027,0.2083,0.1376,0.4101,15
164,44.81,0.0915,0.2083,0.1271,0.4101,15
183,50.0,0.1093,0.2778,0.1569,0.4101,20
219,59.84,0.1461,0.4444,0.2199,0.4101,32
256,69.95,0.1875,0.6667,0.2927,0.4101,48
292,79.78,0.2055,0.8333,0.3297,0.4101,60
329,89.89,0.2128,0.9722,0.3491,0.4101,70
366,100.0,0.1967,1.0,0.3288,0.4101,72
