Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
800,1.0,0.81,0.0685,0.1263,0.9743,648
1600,2.0,0.7969,0.1348,0.2306,0.9743,1275
2400,3.0,0.7942,0.2015,0.3215,0.9743,1906
3200,4.0,0.7909,0.2676,0.3999,0.9743,2531
4000,5.0,0.7847,0.3319,0.4665,0.9743,3139
4800,6.0,0.7802,0.396,0.5253,0.9743,3745
5600,7.0,0.7743,0.4584,0.5759,0.9743,4336
6400,8.0,0.765,0.5177,0.6175,0.9743,4896
7200,9.0,0.7546,0.5744,0.6523,0.9743,5433
8000,10.0,0.7446,0.6298,0.6824,0.9743,5957
12000,15.0,0.662,0.8399,0.7404,0.9743,7944
16000,20.0,0.5448,0.9217,0.6848,0.9743,8717
20000,25.0,0.4521,0.9559,0.6138,0.9743,9041
24000,30.0,0.3822,0.9699,0.5483,0.9743,9173
28000,35.0,0.3304,0.978,0.4939,0.9743,9250
32000,40.0,0.2909,0.9841,0.449,0.9743,9308
36000,45.0,0.2593,0.987,0.4107,0.9743,9335
40000,50.0,0.234,0.9897,0.3785,0.9743,9361
48000,60.0,0.1959,0.9942,0.3273,0.9743,9403
56000,70.0,0.1684,0.9969,0.2881,0.9743,9429
64000,80.0,0.1475,0.9983,0.2571,0.9743,9442
72000,90.0,0.1313,0.9999,0.2322,0.9743,9457
80000,100.0,0.1182,1.0,0.2115,0.9743,9458
