Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.5006,0
3,1.54,0.0,0.0,0.0,0.5006,0
5,2.56,0.0,0.0,0.0,0.5006,0
7,3.59,0.0,0.0,0.0,0.5006,0
9,4.62,0.0,0.0,0.0,0.5006,0
11,5.64,0.0,0.0,0.0,0.5006,0
13,6.67,0.0,0.0,0.0,0.5006,0
15,7.69,0.0,0.0,0.0,0.5006,0
17,8.72,0.0,0.0,0.0,0.5006,0
19,9.74,0.0,0.0,0.0,0.5006,0
29,14.87,0.0345,0.0208,0.026,0.5006,1
39,20.0,0.1538,0.125,0.1379,0.5006,6
48,24.62,0.1875,0.1875,0.1875,0.5006,9
58,29.74,0.2414,0.2917,0.2642,0.5006,14
68,34.87,0.25,0.3542,0.2931,0.5006,17
78,40.0,0.2436,0.3958,0.3016,0.5006,19
87,44.62,0.2759,0.5,0.3556,0.5006,24
97,49.74,0.2784,0.5625,0.3724,0.5006,27
117,60.0,0.2479,0.6042,0.3515,0.5006,29
136,69.74,0.25,0.7083,0.3696,0.5006,34
156,80.0,0.2692,0.875,0.4118,0.5006,42
175,89.74,0.2571,0.9375,0.4036,0.5006,45
195,100.0,0.2462,1.0,0.3951,0.5006,48
