Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.65,1.0,0.0312,0.0606,0.7645,1
3,1.94,0.3333,0.0312,0.0571,0.7645,1
4,2.58,0.25,0.0312,0.0556,0.7645,1
6,3.87,0.1667,0.0312,0.0526,0.7645,1
7,4.52,0.2857,0.0625,0.1026,0.7645,2
9,5.81,0.3333,0.0938,0.1463,0.7645,3
10,6.45,0.4,0.125,0.1905,0.7645,4
12,7.74,0.5,0.1875,0.2727,0.7645,6
13,8.39,0.5385,0.2188,0.3111,0.7645,7
15,9.68,0.4667,0.2188,0.2979,0.7645,7
23,14.84,0.4348,0.3125,0.3636,0.7645,10
31,20.0,0.4516,0.4375,0.4444,0.7645,14
38,24.52,0.4211,0.5,0.4571,0.7645,16
46,29.68,0.413,0.5938,0.4872,0.7645,19
54,34.84,0.3889,0.6562,0.4884,0.7645,21
62,40.0,0.3548,0.6875,0.4681,0.7645,22
69,44.52,0.3768,0.8125,0.5149,0.7645,26
77,49.68,0.3766,0.9062,0.5321,0.7645,29
93,60.0,0.3118,0.9062,0.464,0.7645,29
108,69.68,0.2778,0.9375,0.4286,0.7645,30
124,80.0,0.2419,0.9375,0.3846,0.7645,30
139,89.68,0.2302,1.0,0.3743,0.7645,32
155,100.0,0.2065,1.0,0.3422,0.7645,32
