Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
60,0.98,0.4333,0.0573,0.1012,0.8268,26
121,1.98,0.3802,0.1013,0.16,0.8268,46
182,2.98,0.3626,0.1454,0.2075,0.8268,66
243,3.98,0.3374,0.1806,0.2353,0.8268,82
304,4.98,0.3191,0.2137,0.2559,0.8268,97
365,5.98,0.3068,0.2467,0.2735,0.8268,112
426,6.98,0.3075,0.2885,0.2977,0.8268,131
487,7.98,0.3039,0.326,0.3146,0.8268,148
548,8.99,0.2956,0.3568,0.3234,0.8268,162
609,9.99,0.2791,0.3744,0.3198,0.8268,170
914,14.99,0.2582,0.5198,0.345,0.8268,236
1219,19.99,0.2387,0.641,0.3479,0.8268,291
1524,24.99,0.2133,0.7159,0.3286,0.8268,325
1829,29.99,0.1892,0.7621,0.3031,0.8268,346
2134,34.99,0.172,0.8084,0.2836,0.8268,367
2439,39.99,0.1599,0.859,0.2696,0.8268,390
2744,44.99,0.1483,0.8965,0.2545,0.8268,407
3049,49.99,0.1361,0.9141,0.2369,0.8268,415
3659,59.99,0.1175,0.9471,0.2091,0.8268,430
4269,70.0,0.1035,0.9736,0.1872,0.8268,442
4879,80.0,0.0916,0.9846,0.1676,0.8268,447
5489,90.0,0.0823,0.9956,0.1521,0.8268,452
6099,100.0,0.0744,1.0,0.1386,0.8268,454
