Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.92,0.0,0.0,0.0,0.5917,0
8,1.84,0.25,0.0156,0.0294,0.5917,2
13,2.99,0.2308,0.0234,0.0426,0.5917,3
17,3.91,0.2941,0.0391,0.069,0.5917,5
21,4.83,0.2857,0.0469,0.0805,0.5917,6
26,5.98,0.3462,0.0703,0.1169,0.5917,9
30,6.9,0.4,0.0938,0.1519,0.5917,12
34,7.82,0.3824,0.1016,0.1605,0.5917,13
39,8.97,0.3846,0.1172,0.1796,0.5917,15
43,9.89,0.4186,0.1406,0.2105,0.5917,18
65,14.94,0.4,0.2031,0.2694,0.5917,26
87,20.0,0.3908,0.2656,0.3163,0.5917,34
108,24.83,0.4074,0.3438,0.3729,0.5917,44
130,29.89,0.4,0.4062,0.4031,0.5917,52
152,34.94,0.3553,0.4219,0.3857,0.5917,54
174,40.0,0.3333,0.4531,0.3841,0.5917,58
195,44.83,0.3282,0.5,0.3963,0.5917,64
217,49.89,0.3318,0.5625,0.4174,0.5917,72
261,60.0,0.3333,0.6797,0.4473,0.5917,87
304,69.89,0.3322,0.7891,0.4676,0.5917,101
348,80.0,0.3276,0.8906,0.479,0.5917,114
391,89.89,0.3146,0.9609,0.474,0.5917,123
435,100.0,0.2943,1.0,0.4547,0.5917,128
