Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.62,0.0,0.0,0.0,0.9008,0
3,1.88,0.6667,0.0667,0.1212,0.9008,2
4,2.5,0.5,0.0667,0.1176,0.9008,2
6,3.75,0.5,0.1,0.1667,0.9008,3
8,5.0,0.625,0.1667,0.2632,0.9008,5
9,5.62,0.5556,0.1667,0.2564,0.9008,5
11,6.88,0.5455,0.2,0.2927,0.9008,6
12,7.5,0.5833,0.2333,0.3333,0.9008,7
14,8.75,0.5,0.2333,0.3182,0.9008,7
16,10.0,0.5625,0.3,0.3913,0.9008,9
24,15.0,0.5833,0.4667,0.5185,0.9008,14
32,20.0,0.5938,0.6333,0.6129,0.9008,19
40,25.0,0.55,0.7333,0.6286,0.9008,22
48,30.0,0.5208,0.8333,0.641,0.9008,25
56,35.0,0.5,0.9333,0.6512,0.9008,28
64,40.0,0.4531,0.9667,0.617,0.9008,29
72,45.0,0.4167,1.0,0.5882,0.9008,30
80,50.0,0.375,1.0,0.5455,0.9008,30
96,60.0,0.3125,1.0,0.4762,0.9008,30
112,70.0,0.2679,1.0,0.4225,0.9008,30
128,80.0,0.2344,1.0,0.3797,0.9008,30
144,90.0,0.2083,1.0,0.3448,0.9008,30
160,100.0,0.1875,1.0,0.3158,0.9008,30
