Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.8631,0
3,1.54,0.0,0.0,0.0,0.8631,0
5,2.56,0.0,0.0,0.0,0.8631,0
7,3.59,0.0,0.0,0.0,0.8631,0
9,4.62,0.0,0.0,0.0,0.8631,0
11,5.64,0.1818,0.0526,0.0816,0.8631,2
13,6.67,0.3077,0.1053,0.1569,0.8631,4
15,7.69,0.4,0.1579,0.2264,0.8631,6
17,8.72,0.4706,0.2105,0.2909,0.8631,8
19,9.74,0.5263,0.2632,0.3509,0.8631,10
29,14.87,0.5862,0.4474,0.5075,0.8631,17
39,20.0,0.5128,0.5263,0.5195,0.8631,20
48,24.62,0.4375,0.5526,0.4884,0.8631,21
58,29.74,0.4655,0.7105,0.5625,0.8631,27
68,34.87,0.4265,0.7632,0.5472,0.8631,29
78,40.0,0.3974,0.8158,0.5345,0.8631,31
87,44.62,0.3793,0.8684,0.528,0.8631,33
97,49.74,0.3608,0.9211,0.5185,0.8631,35
117,60.0,0.3162,0.9737,0.4774,0.8631,37
136,69.74,0.2721,0.9737,0.4253,0.8631,37
156,80.0,0.2436,1.0,0.3918,0.8631,38
175,89.74,0.2171,1.0,0.3568,0.8631,38
195,100.0,0.1949,1.0,0.3262,0.8631,38
