Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
5,0.86,1.0,0.015,0.0296,0.6864,5
11,1.89,0.9091,0.03,0.0581,0.6864,10
17,2.92,0.8235,0.042,0.08,0.6864,14
23,3.95,0.8261,0.0571,0.1067,0.6864,19
29,4.97,0.8621,0.0751,0.1381,0.6864,25
34,5.83,0.8235,0.0841,0.1526,0.6864,28
40,6.86,0.85,0.1021,0.1823,0.6864,34
46,7.89,0.8696,0.1201,0.2111,0.6864,40
52,8.92,0.8462,0.1321,0.2286,0.6864,44
58,9.95,0.8276,0.1441,0.2455,0.6864,48
87,14.92,0.7586,0.1982,0.3143,0.6864,66
116,19.9,0.7328,0.2553,0.3786,0.6864,85
145,24.87,0.6828,0.2973,0.4142,0.6864,99
174,29.85,0.6897,0.3604,0.4734,0.6864,120
204,34.99,0.6863,0.4204,0.5214,0.6864,140
233,39.97,0.6781,0.4745,0.5583,0.6864,158
262,44.94,0.6718,0.5285,0.5916,0.6864,176
291,49.91,0.6667,0.5826,0.6218,0.6864,194
349,59.86,0.6504,0.6817,0.6657,0.6864,227
408,69.98,0.6275,0.7688,0.691,0.6864,256
466,79.93,0.6094,0.8529,0.7109,0.6864,284
524,89.88,0.5859,0.9219,0.7165,0.6864,307
583,100.0,0.5712,1.0,0.7271,0.6864,333
