Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.92,0.25,0.0078,0.0152,0.6736,1
8,1.84,0.25,0.0156,0.0294,0.6736,2
13,2.99,0.3846,0.0391,0.0709,0.6736,5
17,3.91,0.5294,0.0703,0.1241,0.6736,9
21,4.83,0.5238,0.0859,0.1477,0.6736,11
26,5.98,0.5385,0.1094,0.1818,0.6736,14
30,6.9,0.5,0.1172,0.1899,0.6736,15
34,7.82,0.5,0.1328,0.2099,0.6736,17
39,8.97,0.4615,0.1406,0.2156,0.6736,18
43,9.89,0.4651,0.1562,0.2339,0.6736,20
65,14.94,0.4923,0.25,0.3316,0.6736,32
87,20.0,0.5057,0.3438,0.4093,0.6736,44
108,24.83,0.4815,0.4062,0.4407,0.6736,52
130,29.89,0.4538,0.4609,0.4574,0.6736,59
152,34.94,0.4474,0.5312,0.4857,0.6736,68
174,40.0,0.4253,0.5781,0.4901,0.6736,74
195,44.83,0.4154,0.6328,0.5015,0.6736,81
217,49.89,0.4009,0.6797,0.5043,0.6736,87
261,60.0,0.3755,0.7656,0.5039,0.6736,98
304,69.89,0.3553,0.8438,0.5,0.6736,108
348,80.0,0.3362,0.9141,0.4916,0.6736,117
391,89.89,0.3146,0.9609,0.474,0.6736,123
435,100.0,0.2943,1.0,0.4547,0.6736,128
