Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
41,0.98,0.0488,0.0147,0.0226,0.7909,2
83,1.99,0.1928,0.1176,0.1461,0.7909,16
125,2.99,0.28,0.2574,0.2682,0.7909,35
167,4.0,0.2994,0.3676,0.33,0.7909,50
208,4.98,0.2788,0.4265,0.3372,0.7909,58
250,5.99,0.276,0.5074,0.3575,0.7909,69
292,6.99,0.2534,0.5441,0.3458,0.7909,74
334,8.0,0.2305,0.5662,0.3277,0.7909,77
375,8.98,0.2133,0.5882,0.3131,0.7909,80
417,9.98,0.1942,0.5956,0.2929,0.7909,81
626,14.99,0.139,0.6397,0.2283,0.7909,87
835,19.99,0.1078,0.6618,0.1854,0.7909,90
1044,24.99,0.091,0.6985,0.161,0.7909,95
1253,30.0,0.079,0.7279,0.1425,0.7909,99
1461,34.98,0.0691,0.7426,0.1265,0.7909,101
1670,39.98,0.0635,0.7794,0.1174,0.7909,106
1879,44.98,0.0575,0.7941,0.1072,0.7909,108
2088,49.99,0.0522,0.8015,0.098,0.7909,109
2506,60.0,0.0459,0.8456,0.0871,0.7909,115
2923,69.98,0.0424,0.9118,0.0811,0.7909,124
3341,79.99,0.038,0.9338,0.0731,0.7909,127
3759,89.99,0.0354,0.9779,0.0683,0.7909,133
4177,100.0,0.0326,1.0,0.0631,0.7909,136
