Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
2,0.93,0.0,0.0,0.0,0.5895,0
4,1.87,0.5,0.0513,0.093,0.5895,2
6,2.8,0.6667,0.1026,0.1778,0.5895,4
8,3.74,0.5,0.1026,0.1702,0.5895,4
10,4.67,0.4,0.1026,0.1633,0.5895,4
12,5.61,0.3333,0.1026,0.1569,0.5895,4
14,6.54,0.2857,0.1026,0.1509,0.5895,4
17,7.94,0.2353,0.1026,0.1429,0.5895,4
19,8.88,0.2632,0.1282,0.1724,0.5895,5
21,9.81,0.2857,0.1538,0.2,0.5895,6
32,14.95,0.1875,0.1538,0.169,0.5895,6
42,19.63,0.2143,0.2308,0.2222,0.5895,9
53,24.77,0.283,0.3846,0.3261,0.5895,15
64,29.91,0.2656,0.4359,0.3301,0.5895,17
74,34.58,0.2432,0.4615,0.3186,0.5895,18
85,39.72,0.2471,0.5385,0.3387,0.5895,21
96,44.86,0.2292,0.5641,0.3259,0.5895,22
107,50.0,0.215,0.5897,0.3151,0.5895,23
128,59.81,0.2031,0.6667,0.3114,0.5895,26
149,69.63,0.1946,0.7436,0.3085,0.5895,29
171,79.91,0.1871,0.8205,0.3048,0.5895,32
192,89.72,0.1979,0.9744,0.329,0.5895,38
214,100.0,0.1822,1.0,0.3083,0.5895,39
