Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
2,0.93,1.0,0.0513,0.0976,0.7228,2
4,1.87,0.5,0.0513,0.093,0.7228,2
6,2.8,0.6667,0.1026,0.1778,0.7228,4
8,3.74,0.5,0.1026,0.1702,0.7228,4
10,4.67,0.4,0.1026,0.1633,0.7228,4
12,5.61,0.3333,0.1026,0.1569,0.7228,4
14,6.54,0.2857,0.1026,0.1509,0.7228,4
17,7.94,0.2941,0.1282,0.1786,0.7228,5
19,8.88,0.3158,0.1538,0.2069,0.7228,6
21,9.81,0.3333,0.1795,0.2333,0.7228,7
32,14.95,0.4688,0.3846,0.4225,0.7228,15
42,19.63,0.4286,0.4615,0.4444,0.7228,18
53,24.77,0.3774,0.5128,0.4348,0.7228,20
64,29.91,0.375,0.6154,0.466,0.7228,24
74,34.58,0.3649,0.6923,0.4779,0.7228,27
85,39.72,0.3176,0.6923,0.4355,0.7228,27
96,44.86,0.2812,0.6923,0.4,0.7228,27
107,50.0,0.2617,0.7179,0.3836,0.7228,28
128,59.81,0.2344,0.7692,0.3593,0.7228,30
149,69.63,0.2282,0.8718,0.3617,0.7228,34
171,79.91,0.2222,0.9744,0.3619,0.7228,38
192,89.72,0.2031,1.0,0.3377,0.7228,39
214,100.0,0.1822,1.0,0.3083,0.7228,39
