Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
41,0.98,0.0244,0.0074,0.0113,0.752,1
83,1.99,0.0723,0.0441,0.0548,0.752,6
125,2.99,0.056,0.0515,0.0536,0.752,7
167,4.0,0.0539,0.0662,0.0594,0.752,9
208,4.98,0.0481,0.0735,0.0581,0.752,10
250,5.99,0.048,0.0882,0.0622,0.752,12
292,6.99,0.0616,0.1324,0.0841,0.752,18
334,8.0,0.1377,0.3382,0.1957,0.752,46
375,8.98,0.152,0.4191,0.2231,0.752,57
417,9.98,0.1415,0.4338,0.2134,0.752,59
626,14.99,0.1134,0.5221,0.1864,0.752,71
835,19.99,0.097,0.5956,0.1668,0.752,81
1044,24.99,0.09,0.6912,0.1593,0.752,94
1253,30.0,0.0846,0.7794,0.1526,0.752,106
1461,34.98,0.0726,0.7794,0.1327,0.752,106
1670,39.98,0.0659,0.8088,0.1218,0.752,110
1879,44.98,0.0585,0.8088,0.1092,0.752,110
2088,49.99,0.0527,0.8088,0.0989,0.752,110
2506,60.0,0.0447,0.8235,0.0848,0.752,112
2923,69.98,0.0411,0.8824,0.0785,0.752,120
3341,79.99,0.0368,0.9044,0.0708,0.752,123
3759,89.99,0.0343,0.9485,0.0662,0.752,129
4177,100.0,0.0326,1.0,0.0631,0.752,136
