Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
129,1.0,0.1395,0.0545,0.0784,0.5,18
259,2.0,0.112,0.0879,0.0985,0.5,29
388,2.99,0.1031,0.1212,0.1114,0.5,40
518,4.0,0.0965,0.1515,0.1179,0.5,50
648,5.0,0.0864,0.1697,0.1145,0.5,56
777,6.0,0.0772,0.1818,0.1084,0.5,60
907,7.0,0.0794,0.2182,0.1164,0.5,72
1036,7.99,0.082,0.2576,0.1245,0.5,85
1166,9.0,0.0866,0.3061,0.135,0.5,101
1296,10.0,0.0818,0.3212,0.1304,0.5,106
1944,15.0,0.0792,0.4667,0.1354,0.5,154
2592,20.0,0.0748,0.5879,0.1328,0.5,194
3240,25.0,0.0599,0.5879,0.1087,0.5,194
3888,30.0,0.0499,0.5879,0.092,0.5,194
4536,35.0,0.0485,0.6667,0.0904,0.5,220
5184,40.0,0.0502,0.7879,0.0943,0.5,260
5832,45.0,0.0549,0.9697,0.1039,0.5,320
6480,50.0,0.0503,0.9879,0.0957,0.5,326
7776,60.0,0.0419,0.9879,0.0804,0.5,326
9072,70.0,0.0359,0.9879,0.0693,0.5,326
10368,80.0,0.0314,0.9879,0.0609,0.5,326
11664,90.0,0.0279,0.9879,0.0544,0.5,326
12960,100.0,0.0255,1.0,0.0497,0.5,330
