Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
11,0.96,0.0909,0.2,0.125,0.9044,1
22,1.93,0.0909,0.4,0.1481,0.9044,2
34,2.98,0.0588,0.4,0.1026,0.9044,2
45,3.94,0.0444,0.4,0.08,0.9044,2
57,5.0,0.0351,0.4,0.0645,0.9044,2
68,5.96,0.0294,0.4,0.0548,0.9044,2
79,6.92,0.038,0.6,0.0714,0.9044,3
91,7.98,0.033,0.6,0.0625,0.9044,3
102,8.94,0.0294,0.6,0.0561,0.9044,3
114,9.99,0.0263,0.6,0.0504,0.9044,3
171,14.99,0.0234,0.8,0.0455,0.9044,4
228,19.98,0.0175,0.8,0.0343,0.9044,4
285,24.98,0.014,0.8,0.0276,0.9044,4
342,29.97,0.0117,0.8,0.0231,0.9044,4
399,34.97,0.0125,1.0,0.0248,0.9044,5
456,39.96,0.011,1.0,0.0217,0.9044,5
513,44.96,0.0097,1.0,0.0193,0.9044,5
570,49.96,0.0088,1.0,0.0174,0.9044,5
684,59.95,0.0073,1.0,0.0145,0.9044,5
798,69.94,0.0063,1.0,0.0125,0.9044,5
912,79.93,0.0055,1.0,0.0109,0.9044,5
1026,89.92,0.0049,1.0,0.0097,0.9044,5
1141,100.0,0.0044,1.0,0.0087,0.9044,5
