Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.381,0
3,1.54,0.0,0.0,0.0,0.381,0
5,2.56,0.0,0.0,0.0,0.381,0
7,3.59,0.0,0.0,0.0,0.381,0
9,4.62,0.1111,0.0208,0.0351,0.381,1
11,5.64,0.0909,0.0208,0.0339,0.381,1
13,6.67,0.0769,0.0208,0.0328,0.381,1
15,7.69,0.0667,0.0208,0.0317,0.381,1
17,8.72,0.1176,0.0417,0.0615,0.381,2
19,9.74,0.1053,0.0417,0.0597,0.381,2
29,14.87,0.2069,0.125,0.1558,0.381,6
39,20.0,0.1795,0.1458,0.1609,0.381,7
48,24.62,0.1458,0.1458,0.1458,0.381,7
58,29.74,0.1379,0.1667,0.1509,0.381,8
68,34.87,0.1765,0.25,0.2069,0.381,12
78,40.0,0.1923,0.3125,0.2381,0.381,15
87,44.62,0.1839,0.3333,0.237,0.381,16
97,49.74,0.1856,0.375,0.2483,0.381,18
117,60.0,0.1966,0.4792,0.2788,0.381,23
136,69.74,0.2059,0.5833,0.3043,0.381,28
156,80.0,0.2051,0.6667,0.3137,0.381,32
175,89.74,0.2171,0.7917,0.3408,0.381,38
195,100.0,0.2462,1.0,0.3951,0.381,48
