Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
9,0.94,0.6667,0.0169,0.0329,0.8633,6
19,1.98,0.6842,0.0365,0.0693,0.8633,13
28,2.91,0.7857,0.0618,0.1146,0.8633,22
38,3.95,0.7895,0.0843,0.1523,0.8633,30
48,4.99,0.75,0.1011,0.1782,0.8633,36
57,5.93,0.7544,0.1208,0.2082,0.8633,43
67,6.97,0.7313,0.1376,0.2317,0.8633,49
76,7.91,0.75,0.1601,0.2639,0.8633,57
86,8.95,0.7442,0.1798,0.2896,0.8633,64
96,9.99,0.7083,0.191,0.3009,0.8633,68
144,14.98,0.7361,0.2978,0.424,0.8633,106
192,19.98,0.7188,0.3876,0.5036,0.8633,138
240,24.97,0.6875,0.4635,0.5537,0.8633,165
288,29.97,0.6667,0.5393,0.5963,0.8633,192
336,34.96,0.6637,0.6264,0.6445,0.8633,223
384,39.96,0.6458,0.6966,0.6703,0.8633,248
432,44.95,0.6273,0.7612,0.6878,0.8633,271
480,49.95,0.6083,0.8202,0.6986,0.8633,292
576,59.94,0.5556,0.8989,0.6867,0.8633,320
672,69.93,0.497,0.9382,0.6498,0.8633,334
768,79.92,0.4492,0.9691,0.6139,0.8633,345
864,89.91,0.4109,0.9972,0.582,0.8633,355
961,100.0,0.3704,1.0,0.5406,0.8633,356
