Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
100,1.0,0.84,0.0494,0.0934,0.9995,84
200,2.0,0.84,0.0989,0.1769,0.9995,168
300,3.0,0.8033,0.1418,0.2411,0.9995,241
400,4.0,0.795,0.1872,0.303,0.9995,318
500,5.0,0.794,0.2337,0.3611,0.9995,397
600,6.0,0.7917,0.2796,0.4132,0.9995,475
700,7.0,0.7957,0.3278,0.4644,0.9995,557
800,8.0,0.7925,0.3732,0.5074,0.9995,634
900,9.0,0.7833,0.4149,0.5425,0.9995,705
1000,10.0,0.785,0.462,0.5817,0.9995,785
1500,15.0,0.7913,0.6986,0.7421,0.9995,1187
2000,20.0,0.793,0.9335,0.8575,0.9995,1586
2500,25.0,0.6796,1.0,0.8092,0.9995,1699
3000,30.0,0.5663,1.0,0.7231,0.9995,1699
3500,35.0,0.4854,1.0,0.6536,0.9995,1699
4000,40.0,0.4248,1.0,0.5962,0.9995,1699
4500,45.0,0.3776,1.0,0.5482,0.9995,1699
5000,50.0,0.3398,1.0,0.5072,0.9995,1699
6000,60.0,0.2832,1.0,0.4414,0.9995,1699
7000,70.0,0.2427,1.0,0.3906,0.9995,1699
8000,80.0,0.2124,1.0,0.3503,0.9995,1699
9000,90.0,0.1888,1.0,0.3176,0.9995,1699
10000,100.0,0.1699,1.0,0.2905,0.9995,1699
