Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.83,0.0,0.0,0.0,0.641,0
2,1.67,0.5,0.05,0.0909,0.641,1
3,2.5,0.3333,0.05,0.087,0.641,1
4,3.33,0.5,0.1,0.1667,0.641,2
6,5.0,0.3333,0.1,0.1538,0.641,2
7,5.83,0.4286,0.15,0.2222,0.641,3
8,6.67,0.5,0.2,0.2857,0.641,4
9,7.5,0.4444,0.2,0.2759,0.641,4
10,8.33,0.5,0.25,0.3333,0.641,5
12,10.0,0.5833,0.35,0.4375,0.641,7
18,15.0,0.4444,0.4,0.4211,0.641,8
24,20.0,0.4167,0.5,0.4545,0.641,10
30,25.0,0.3667,0.55,0.44,0.641,11
36,30.0,0.3056,0.55,0.3929,0.641,11
42,35.0,0.3095,0.65,0.4194,0.641,13
48,40.0,0.2708,0.65,0.3824,0.641,13
54,45.0,0.2407,0.65,0.3514,0.641,13
60,50.0,0.2167,0.65,0.325,0.641,13
72,60.0,0.1806,0.65,0.2826,0.641,13
84,70.0,0.1786,0.75,0.2885,0.641,15
96,80.0,0.1667,0.8,0.2759,0.641,16
108,90.0,0.1481,0.8,0.25,0.641,16
120,100.0,0.1667,1.0,0.2857,0.641,20
