Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.81,0.0,0.0,0.0,0.7754,0
7,1.89,0.1429,0.02,0.0351,0.7754,1
11,2.97,0.1818,0.04,0.0656,0.7754,2
14,3.78,0.1429,0.04,0.0625,0.7754,2
18,4.86,0.1111,0.04,0.0588,0.7754,2
22,5.95,0.0909,0.04,0.0556,0.7754,2
25,6.76,0.12,0.06,0.08,0.7754,3
29,7.84,0.1724,0.1,0.1266,0.7754,5
33,8.92,0.2121,0.14,0.1687,0.7754,7
37,10.0,0.2432,0.18,0.2069,0.7754,9
55,14.86,0.2364,0.26,0.2476,0.7754,13
74,20.0,0.2432,0.36,0.2903,0.7754,18
92,24.86,0.2717,0.5,0.3521,0.7754,25
111,30.0,0.3063,0.68,0.4224,0.7754,34
129,34.86,0.2791,0.72,0.4022,0.7754,36
148,40.0,0.25,0.74,0.3737,0.7754,37
166,44.86,0.259,0.86,0.3981,0.7754,43
185,50.0,0.2324,0.86,0.366,0.7754,43
222,60.0,0.2252,1.0,0.3676,0.7754,50
259,70.0,0.1931,1.0,0.3236,0.7754,50
296,80.0,0.1689,1.0,0.289,0.7754,50
333,90.0,0.1502,1.0,0.2611,0.7754,50
370,100.0,0.1351,1.0,0.2381,0.7754,50
