Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.76,0.0,0.0,0.0,0.6607,0
7,1.77,0.0,0.0,0.0,0.6607,0
11,2.78,0.0909,0.0345,0.05,0.6607,1
15,3.8,0.1333,0.069,0.0909,0.6607,2
19,4.81,0.1053,0.069,0.0833,0.6607,2
23,5.82,0.087,0.069,0.0769,0.6607,2
27,6.84,0.1111,0.1034,0.1071,0.6607,3
31,7.85,0.129,0.1379,0.1333,0.6607,4
35,8.86,0.1143,0.1379,0.125,0.6607,4
39,9.87,0.1026,0.1379,0.1176,0.6607,4
59,14.94,0.1864,0.3793,0.25,0.6607,11
79,20.0,0.1646,0.4483,0.2407,0.6607,13
98,24.81,0.1327,0.4483,0.2047,0.6607,13
118,29.87,0.1102,0.4483,0.1769,0.6607,13
138,34.94,0.1087,0.5172,0.1796,0.6607,15
158,40.0,0.1076,0.5862,0.1818,0.6607,17
177,44.81,0.096,0.5862,0.165,0.6607,17
197,49.87,0.0914,0.6207,0.1593,0.6607,18
237,60.0,0.097,0.7931,0.1729,0.6607,23
276,69.87,0.0942,0.8966,0.1705,0.6607,26
316,80.0,0.0854,0.931,0.1565,0.6607,27
355,89.87,0.0817,1.0,0.151,0.6607,29
395,100.0,0.0734,1.0,0.1368,0.6607,29
